SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetAcc.x
NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

4300	-0,040211207340348949	4300	120,00478997653831	4300	0,20228007270263521	4300	120,00338097199848	4300	-0,039523268287522284	4300	0	4300	0
4310	-0,041787524763293282	4310	120,00442347238204	4310	0,64582964071947457	4310	120,00338097199848	4310	-0,039523268287522284	4310	0	4310	0
4320	-0,030993856116058052	4320	120,00544452618303	4320	0,033793815361758517	4320	120,00338097199848	4320	-0,039523268287522284	4320	0	4320	0
4330	-0,03846556803169663	4330	120,00556813703602	4330	-0,44701080896701989	4330	120,00338097199848	4330	-0,039523268287522284	4330	0	4330	0
4340	-0,037583403997610024	4340	120,006757259454	4340	0,382550710734344	4340	120,00338097199848	4340	-0,039523268287522284	4340	0	4340	0
4350	-0,050880918056153246	4350	120,00109665164813	4350	-0,93895938634862741	4350	120,00338097199848	4350	-0,039523268287522284	4350	0	4350	0
4360	-0,037317065413140373	4360	120,0038625288984	4360	0,039295267599883665	4360	120,00338097199848	4360	-0,039523268287522284	4360	0	4360	0
4370	-0,033574849507669979	4370	120,00251967309985	4370	0,1583737733126549	4370	120,00338097199848	4370	-0,039523268287522284	4370	0	4370	0
4380	-0,04845492281985915	4380	119,99990952103551	4380	-0,468979208471885	4380	120,00338097199848	4380	-0,039523268287522284	4380	0	4380	0
4390	-0,033620831254213029	4390	120,00401762097449	4390	0,98012531668129088	4390	120,00338097199848	4390	-0,039523268287522284	4390	0	4390	0
4400	-0,043899776544961848	4400	120,00428659276578	4400	-0,61264158906330879	4400	120,00338097199848	4400	-0,039523268287522284	4400	0	4400	0
4410	-0,044456214682324385	4410	120,00266198562467	4410	-0,21434489858921871	4410	120,00338097199848	4410	-0,039523268287522284	4410	0	4410	0
4420	-0,028110534019763735	4420	120,00494094912932	4420	0,55105314045028309	4420	120,00338097199848	4420	-0,039523268287522284	4420	0	4420	0
4430	-0,04364889564907469	4430	120,00380497711423	4430	-0,33480598247580873	4430	120,00338097199848	4430	-0,039523268287522284	4430	0	4430	0
4440	-0,040834702376753761	4440	120,00428713484754	4440	-0,049238000754057321	4440	120,00338097199848	4440	-0,039523268287522284	4440	0	4440	0
4450	-0,042636594338585063	4450	120,00283684516217	4450	0,28984962656900709	4450	120,00338097199848	4450	-0,039523268287522284	4450	0	4450	0
4460	-0,043135601036733043	4460	120,00389048851011	4460	0,25394582785518111	4460	120,00338097199848	4460	-0,039523268287522284	4460	0	4460	0
4470	-0,028014165682580288	4470	120,00581412287053	4470	0,58429582388634427	4470	120,00338097199848	4470	-0,039523268287522284	4470	0	4470	0
4480	-0,029882507767612154	4480	120,00612148578004	4480	0,098278512879756419	4480	120,00338097199848	4480	-0,039523268287522284	4480	0	4480	0
4490	-0,059828416617437978	4490	119,99720647303829	4490	-1,691153913377206	4490	120,00338097199848	4490	-0,039523268287522284	4490	0	4490	0
4500	-0,045918788544097235	4500	120,00172718440439	4500	-0,39688952933439481	4500	120,00338097199848	4500	-0,039523268287522284	4500	0	4500	0
4510	-0,027699472263358851	4510	120,00655180344273	4510	0,86306469207254222	4510	120,00338097199848	4510	-0,039523268287522284	4510	0	4510	0
4520	-0,031019137420842405	4520	120,00429134471975	4520	0,66890986045381007	4520	120,00338097199848	4520	-0,039523268287522284	4520	0	4520	0
4530	-0,039249934723188488	4530	120,00251848839191	4530	-0,350185124677046	4530	120,00338097199848	4530	-0,039523268287522284	4530	0	4530	0
4540	-0,041412330883127624	4540	120,0033660024839	4540	-0,58833459134685229	4540	120,00338097199848	4540	-0,039523268287522284	4540	0	4540	0
4550	-0,05228834991409461	4550	119,99980305508416	4550	-0,70670375199127311	4550	120,00338097199848	4550	-0,039523268287522284	4550	0	4550	0
4560	-0,056466265447541422	4560	120,00071424377626	4560	-0,52107162010873365	4560	120,00338097199848	4560	-0,039523268287522284	4560	0	4560	0
4570	-0,036594484001498742	4570	120,00402127218183	4570	0,46925907352115925	4570	120,00338097199848	4570	-0,039523268287522284	4570	0	4570	0
4580	-0,032782843566628035	4580	120,00591781507218	4580	1,0113564105543824	4580	120,00338097199848	4580	-0,039523268287522284	4580	0	4580	0
4590	-0,013312529501599831	4590	120,00840108988543	4590	1,4496712889891077	4590	120,00338097199848	4590	-0,039523268287522284	4590	0	4590	0
4600	-0,053478972497103393	4600	120,00045609644333	4600	-1,0196897467569699	4600	120,00338097199848	4600	-0,039523268287522284	4600	0	4600	0
4610	-0,058782178893012405	4610	120,00080312621064	4610	-0,50426174403501478	4610	120,00338097199848	4610	-0,039523268287522284	4610	0	4610	0
4620	-0,035386563826274885	4620	120,00441903618327	4620	-0,12293607759976588	4620	120,00338097199848	4620	-0,039523268287522284	4620	0	4620	0
4630	-0,026871402611686974	4630	120,00476204562706	4630	-0,028829863926856963	4630	120,00338097199848	4630	-0,039523268287522284	4630	0	4630	0
4640	-0,041965426673984112	4640	119,99971002724573	4640	-1,0866226135570847	4640	120,00338097199848	4640	-0,039523268287522284	4640	0	4640	0
4650	-0,0385772772090354	4650	120,00393265845084	4650	-0,0722286167983199	4650	120,00338097199848	4650	-0,039523268287522284	4650	0	4650	0
4660	-0,051800425952319977	4660	120,00078705823242	4660	0,030865994644474815	4660	120,00338097199848	4660	-0,039523268287522284	4660	0	4660	0
4670	-0,0367393398925728	4670	120,00318507717864	4670	0,57678056562033608	4670	120,00338097199848	4670	-0,039523268287522284	4670	0	4670	0
4680	-0,03950551415933215	4680	120,00249538893029	4680	0,32532153216094323	4680	120,00338097199848	4680	-0,039523268287522284	4680	0	4680	0
4690	-0,044374290385440524	4690	120,00236042153296	4690	-0,81949812227527774	4690	120,00338097199848	4690	-0,039523268287522284	4690	0	4690	0
4700	-0,022853065088063455	4700	120,00751036688911	4700	1,0583976741278507	4700	120,00338097199848	4700	-0,039523268287522284	4700	0	4700	0
4710	-0,039178603672203646	4710	120,00489025910098	4710	0,44890604816191804	4710	120,00338097199848	4710	-0,039523268287522284	4710	0	4710	0
4720	-0,048065661307092437	4720	119,99905318879557	4720	-1,6699484355841847	4720	120,00338097199848	4720	-0,039523268287522284	4720	0	4720	0
4730	-0,056664838826840758	4730	120,00033888089185	4730	-0,79559958546606324	4730	120,00338097199848	4730	-0,039523268287522284	4730	0	4730	0
4740	-0,042437053052032943	4740	120,00168367265718	4740	-0,513317006985972	4740	120,00338097199848	4740	-0,039523268287522284	4740	0	4740	0
4750	-0,043818161240893605	4750	120,00011303152486	4750	-0,28583121534408928	4750	120,00338097199848	4750	-0,039523268287522284	4750	0	4750	0
4760	-0,038693633244354445	4760	120,00228079902131	4760	-0,90624980536888344	4760	120,00338097199848	4760	-0,039523268287522284	4760	0	4760	0
4770	-0,034773360260159314	4770	120,00271540195612	4770	-0,27734434719834011	4770	120,00338097199848	4770	-0,039523268287522284	4770	0	4770	0
4780	-0,046989015426479874	4780	120,00472628843318	4780	1,0761351082392443	4780	120,00338097199848	4780	-0,039523268287522284	4780	0	4780	0
4790	-0,040098091794292592	4790	120,00454922472062	4790	0,33757108789646095	4790	120,00338097199848	4790	-0,039523268287522284	4790	0	4790	0
4800	-0,03388013506079627	4800	120,00481118608606	4800	-0,017975797317527992	4800	120,00338097199848	4800	-0,039523268287522284	4800	0	4800	0
4810	-0,042306335740847648	4810	120,00491139653322	4810	0,32092692467731276	4810	120,00338097199848	4810	-0,039523268287522284	4810	0	4810	0
4820	-0,034185187702039717	4820	120,00514582656891	4820	0,14850508023608894	4820	120,00338097199848	4820	-0,039523268287522284	4820	0	4820	0
4830	-0,049300228270109388	4830	120,00119474659232	4830	-0,28558943737126319	4830	120,00338097199848	4830	-0,039523268287522284	4830	0	4830	0
4840	-0,036374330165394042	4840	119,99961766644945	4840	0,16311984301010507	4840	120,00338097199848	4840	-0,039523268287522284	4840	0	4840	0
4850	-0,040057536151633565	4850	120,0019971043573	4850	-0,192824402116877	4850	120,00338097199848	4850	-0,039523268287522284	4850	0	4850	0
4860	-0,036814833320512039	4860	120,00405527407881	4860	0,38128807360207989	4860	120,00338097199848	4860	-0,039523268287522284	4860	0	4860	0
4870	-0,048275817593429082	4870	120,00009673146498	4870	-0,033310146852620265	4870	120,00338097199848	4870	-0,039523268287522284	4870	0	4870	0
4880	-0,043224125721035317	4880	120,00259473089756	4880	-0,35269671257342794	4880	120,00338097199848	4880	-0,039523268287522284	4880	0	4880	0
4890	-0,041078087374931245	4890	120,00396124079083	4890	0,36690893921417539	4890	120,00338097199848	4890	-0,039523268287522284	4890	0	4890	0
4900	-0,034088726335500995	4900	120,00727450872115	4900	0,75688493595549666	4900	120,00338097199848	4900	-0,039523268287522284	4900	0	4900	0
4910	-0,039217772085626726	4910	120,00580934436168	4910	0,66571426919891219	4910	120,00338097199848	4910	-0,039523268287522284	4910	0	4910	0
4920	-0,0478100348514871	4920	120,00302510157199	4920	0,34065286473737094	4920	120,00338097199848	4920	-0,039523268287522284	4920	0	4920	0
4930	-0,038524776974171816	4930	120,00735174174658	4930	0,58076389446905219	4930	120,00338097199848	4930	-0,039523268287522284	4930	0	4930	0
4940	-0,027005372120358195	4940	120,00544794937999	4940	0,21264582630580031	4940	120,00338097199848	4940	-0,039523268287522284	4940	0	4940	0
4950	-0,041303524350632954	4950	120,00157473430339	4950	-0,0967058860180939	4950	120,00338097199848	4950	-0,039523268287522284	4950	0	4950	0
4960	-0,037435503964591318	4960	120,0036955366424	4960	0,9034486071645409	4960	120,00338097199848	4960	-0,039523268287522284	4960	0	4960	0
4970	-0,03734102845437353	4970	120,00272114346137	4970	-0,10404004105910955	4970	120,00338097199848	4970	-0,039523268287522284	4970	0	4970	0
4980	-0,04772925531265302	4980	120,00439269631984	4980	0,2036698819451348	4980	120,00338097199848	4980	-0,039523268287522284	4980	0	4980	0
4990	-0,032856792262168512	4990	120,00294293517976	4990	-0,5744858979431422	4990	120,00338097199848	4990	-0,039523268287522284	4990	0	4990	0
5000	-0,040879741760293312	5000	120,0019037312012	5000	-0,63919067177316369	5000	120,00338097199848	5000	-0,039523268287522284	5000	0	5000	0
5010	-0,042317345869474547	5010	120,00264540069344	5010	-0,19655570620358009	5010	120,00338097199848	5010	-0,039523268287522284	5010	0	5010	0
5020	-0,046091293517081654	5020	120,00091711114429	5020	-1,5757619048516951	5020	120,00338097199848	5020	-0,039523268287522284	5020	0	5020	0
5030	-0,040609638579988235	5030	120,00299215648873	5030	-0,053762815699977429	5030	120,00338097199848	5030	-0,039523268287522284	5030	0	5030	0
5040	-0,040680444627591357	5040	120,00402151465276	5040	-0,7776357549042725	5040	120,00338097199848	5040	-0,039523268287522284	5040	0	5040	0
5050	-0,028055642112512536	5050	120,00693527621684	5050	0,19719928350709354	5050	120,00338097199848	5050	-0,039523268287522284	5050	0	5050	0
5060	-0,027132593276769694	5060	120,00668920957392	5060	0,6828475698016454	5060	120,00338097199848	5060	-0,039523268287522284	5060	0	5060	0
5070	-0,036801257156461195	5070	120,00079850017434	5070	0,12106128784752698	5070	120,00338097199848	5070	-0,039523268287522284	5070	0	5070	0
5080	-0,034714877507208988	5080	120,00338384213329	5080	0,38952864596146725	5080	120,00338097199848	5080	-0,039523268287522284	5080	0	5080	0
5090	-0,049031859177627889	5090	120,00003643932035	5090	-0,14548868138121796	5090	120,00338097199848	5090	-0,039523268287522284	5090	0	5090	0
5100	-0,037244224040010383	5100	120,00328859289213	5100	0,3147137856463052	5100	120,00338097199848	5100	-0,039523268287522284	5100	0	5100	0
5110	-0,039220693767929041	5110	120,0044344564129	5110	-0,65939117559499838	5110	120,00338097199848	5110	-0,039523268287522284	5110	0	5110	0
5120	-0,038350475567631145	5120	120,00444734014214	5120	0,22549187507269083	5120	120,00338097199848	5120	-0,039523268287522284	5120	0	5120	0
5130	-0,031045469584860111	5130	120,0089999079521	5130	0,37935164467364235	5130	120,00338097199848	5130	-0,039523268287522284	5130	0	5130	0
5140	-0,045227145168667812	5140	120,00264803984939	5140	-1,1346747009119182	5140	120,00338097199848	5140	-0,039523268287522284	5140	0	5140	0
5150	-0,044271111950523058	5150	120,00044393915299	5150	-0,89438937008085784	5150	120,00338097199848	5150	-0,039523268287522284	5150	0	5150	0
5160	-0,039720765779233058	5160	120,0021193716926	5160	0,48944804660762864	5160	120,00338097199848	5160	-0,039523268287522284	5160	0	5160	0
5170	-0,0560643201981936	5170	119,99891189070431	5170	-0,89395588062698916	5170	120,00338097199848	5170	-0,039523268287522284	5170	0	5170	0
5180	-0,03554712744571658	5180	120,00391936290721	5180	-0,078894857977972271	5180	120,00338097199848	5180	-0,039523268287522284	5180	0	5180	0
5190	-0,030877553759768923	5190	120,00170102988484	5190	0,77631888154538764	5190	120,00338097199848	5190	-0,039523268287522284	5190	0	5190	0
5200	-0,036668495602473428	5200	120,00538427758613	5200	0,11553575316639912	5200	120,00338097199848	5200	-0,039523268287522284	5200	0	5200	0
5210	-0,0438047278325885	5210	120,00196013386245	5210	0,47339660118771643	5210	120,00338097199848	5210	-0,039523268287522284	5210	0	5210	0
5220	-0,0395069969208319	5220	120,00359570538628	5220	0,56220211286166344	5220	120,00338097199848	5220	-0,039523268287522284	5220	0	5220	0
5230	-0,0305097789039446	5230	120,00799832040893	5230	1,1282347313623806	5230	120,00338097199848	5230	-0,039523268287522284	5230	0	5230	0
5240	-0,035081706289834071	5240	120,00578440706921	5240	-0,94394585772584627	5240	120,00338097199848	5240	-0,039523268287522284	5240	0	5240	0
5250	-0,051627129325531727	5250	120,00239746239079	5250	-0,48486338608067991	5250	120,00338097199848	5250	-0,039523268287522284	5250	0	5250	0
5260	-0,042087376816439183	5260	120,00376468680148	5260	1,1790866017906765	5260	120,00338097199848	5260	-0,039523268287522284	5260	0	5260	0
5270	-0,032101413708474608	5270	120,00287302723788	5270	0,039792990422906405	5270	120,00338097199848	5270	-0,039523268287522284	5270	0	5270	0
5280	-0,034042090849836518	5280	120,00450637102981	5280	0,28325916874135071	5280	120,00338097199848	5280	-0,039523268287522284	5280	0	5280	0
5290	-0,055221280379223386	5290	119,99876572160784	5290	-0,83162714899191847	5290	120,00338097199848	5290	-0,039523268287522284	5290	0	5290	0
5300	-0,042349773556217558	5300	120,00415054084492	5300	1,0679756827984432	5300	120,00338097199848	5300	-0,039523268287522284	5300	0	5300	0
5310	-0,040947773827809425	5310	120,00285699725998	5310	-0,22356525558014034	5310	120,00338097199848	5310	-0,039523268287522284	5310	0	5310	0
5320	-0,050494788893389944	5320	120,00213538693757	5320	-0,961934267546312	5320	120,00338097199848	5320	-0,039523268287522284	5320	0	5320	0
5330	-0,037631803519924935	5330	120,00038331644927	5330	0,86480811299507077	5330	120,00338097199848	5330	-0,039523268287522284	5330	0	5330	0
5340	-0,049044301992889262	5340	120,00068991479979	5340	-0,23679477821017625	5340	120,00338097199848	5340	-0,039523268287522284	5340	0	5340	0
5350	-0,028683989519579026	5350	120,00646683766792	5350	0,70130966774270542	5350	120,00338097199848	5350	-0,039523268287522284	5350	0	5350	0
5360	-0,041079782405842785	5360	120,00294389490996	5360	-0,066546106593822429	5360	120,00338097199848	5360	-0,039523268287522284	5360	0	5360	0
5370	-0,041118215328005733	5370	120,00298714270065	5370	0,11773077742269372	5370	120,00338097199848	5370	-0,039523268287522284	5370	0	5370	0
5380	-0,031891881236442522	5380	120,00584207820207	5380	-0,014743910575892694	5380	120,00338097199848	5380	-0,039523268287522284	5380	0	5380	0
5390	-0,046388703487652977	5390	120,00415027948506	5390	-0,33789193235200443	5390	120,00338097199848	5390	-0,039523268287522284	5390	0	5390	0
5400	-0,041544741263158352	5400	120,00424762857337	5400	0,41724761024125012	5400	120,00338097199848	5400	-0,039523268287522284	5400	0	5400	0
5410	-0,032510053370966976	5410	120,00305335728406	5410	-0,30540491231711486	5410	120,00338097199848	5410	-0,039523268287522284	5410	0	5410	0
5420	-0,038769270231267354	5420	120,00015566891474	5420	-1,6846990453112518	5420	120,00338097199848	5420	-0,039523268287522284	5420	0	5420	0
5430	-0,032001145329177673	5430	120,0044391082627	5430	0,92889243701407531	5430	120,00338097199848	5430	-0,039523268287522284	5430	0	5430	0
5440	-0,048253070462936046	5440	119,99934414824699	5440	0,23268990606980464	5440	120,00338097199848	5440	-0,039523268287522284	5440	0	5440	0
5450	-0,040645047730443563	5450	120,00212165941544	5450	-0,24662868408959371	5450	120,00338097199848	5450	-0,039523268287522284	5450	0	5450	0
5460	-0,03762060593606377	5460	120,00383680563711	5460	0,36736194904827268	5460	120,00338097199848	5460	-0,039523268287522284	5460	0	5460	0
5470	-0,027145266713882014	5470	120,00739801458691	5470	0,47289831118802894	5470	120,00338097199848	5470	-0,039523268287522284	5470	0	5470	0
5480	-0,047677073978103411	5480	120,00464285123272	5480	0,004716731623450876	5480	120,00338097199848	5480	-0,039523268287522284	5480	0	5480	0
5490	-0,03883377216172236	5490	120,00618625539124	5490	0,67697477919372462	5490	120,00338097199848	5490	-0,039523268287522284	5490	0	5490	0
5500	-0,031711427516757672	5500	120,00553974518364	5500	0,64620825056192843	5500	120,00338097199848	5500	-0,039523268287522284	5500	0	5500	0
5510	-0,05018500014769646	5510	120,00238118533974	5510	-0,76962803365053467	5510	120,00338097199848	5510	-0,039523268287522284	5510	0	5510	0
5520	-0,02454250202227358	5520	120,00562857889122	5520	0,52996449127864542	5520	120,00338097199848	5520	-0,039523268287522284	5520	0	5520	0
5530	-0,038589440580601646	5530	120,00177265558845	5530	-0,01415036133034564	5530	120,00338097199848	5530	-0,039523268287522284	5530	0	5530	0
5540	-0,0426055274499557	5540	119,99994596970309	5540	-0,23080565112945251	5540	120,00338097199848	5540	-0,039523268287522284	5540	0	5540	0
5550	-0,049911205437095575	5550	120,00116410742076	5550	-0,38584230626457244	5550	120,00338097199848	5550	-0,039523268287522284	5550	0	5550	0
5560	-0,041551084287886252	5560	120,00267734726651	5560	0,16863705433156195	5560	120,00338097199848	5560	-0,039523268287522284	5560	0	5560	0
5570	-0,034085786487137594	5570	120,00611546906042	5570	0,46210355173162537	5570	120,00338097199848	5570	-0,039523268287522284	5570	0	5570	0
5580	-0,042657281629948737	5580	120,0059439237715	5580	0,29993477025576143	5580	120,00338097199848	5580	-0,039523268287522284	5580	0	5580	0
5590	-0,03999265649042797	5590	120,00477556547001	5590	0,31427302550991632	5590	120,00338097199848	5590	-0,039523268287522284	5590	0	5590	0
5600	-0,020357496306283134	5600	120,008593793642	5600	1,3802676553141826	5600	120,00338097199848	5600	-0,039523268287522284	5600	0	5600	0
5610	-0,028833142979141291	5610	120,00834839373958	5610	1,9151630981848145	5610	120,00338097199848	5610	-0,039523268287522284	5610	0	5610	0
5620	-0,05292799582403613	5620	119,99821982117715	5620	-0,67891723279574612	5620	120,00338097199848	5620	-0,039523268287522284	5620	0	5620	0
5630	-0,047612126703561422	5630	120,00017039742066	5630	-0,42015052978573086	5630	120,00338097199848	5630	-0,039523268287522284	5630	0	5630	0
5640	-0,044097744665839621	5640	120,00238407548848	5640	-0,51701575284738122	5640	120,00338097199848	5640	-0,039523268287522284	5640	0	5640	0
5650	-0,051958379913025286	5650	120,00046828952706	5650	-1,313650424955003	5650	120,00338097199848	5650	-0,039523268287522284	5650	0	5650	0
5660	-0,035566795135189858	5660	120,00333577891523	5660	1,0754731440954539	5660	120,00338097199848	5660	-0,039523268287522284	5660	0	5660	0
5670	-0,040006985092913283	5670	120,00300784555871	5670	0,2772445742991862	5670	120,00338097199848	5670	-0,039523268287522284	5670	0	5670	0
5680	-0,045246547945055088	5680	120,00435596833955	5680	0,67614359120182133	5680	120,00338097199848	5680	-0,039523268287522284	5680	0	5680	0
5690	-0,048129042500782579	5690	119,99974544505653	5690	-1,3057374552482681	5690	120,00338097199848	5690	-0,039523268287522284	5690	0	5690	0
5700	-0,03122028914238258	5700	120,00582659726905	5700	-0,088965040353893937	5700	120,00338097199848	5700	-0,039523268287522284	5700	0	5700	0
5710	-0,050765923096724438	5710	120,0024273255948	5710	0,10662355444437094	5710	120,00338097199848	5710	-0,039523268287522284	5710	0	5710	0
5720	-0,029366125153836044	5720	120,005711208868	5720	-0,19546986035801947	5720	120,00338097199848	5720	-0,039523268287522284	5720	0	5720	0
5730	-0,059647795276744256	5730	120,00090648702955	5730	-0,81961104227410242	5730	120,00338097199848	5730	-0,039523268287522284	5730	0	5730	0
5740	-0,031470180583010356	5740	120,00425190073942	5740	0,28797914517664325	5740	120,00338097199848	5740	-0,039523268287522284	5740	0	5740	0
5750	-0,036426338789025951	5750	120,00489409013349	5750	0,9668090168462129	5750	120,00338097199848	5750	-0,039523268287522284	5750	0	5750	0
5760	-0,046461602507676017	5760	120,0040347298673	5760	0,42278552840400641	5760	120,00338097199848	5760	-0,039523268287522284	5760	0	5760	0
5770	-0,040353351449635304	5770	120,00278663708014	5770	-1,621419768849965	5770	120,00338097199848	5770	-0,039523268287522284	5770	0	5770	0
5780	-0,039967392350637829	5780	120,00437646408506	5780	0,21312529197312752	5780	120,00338097199848	5780	-0,039523268287522284	5780	0	5780	0
5790	-0,032009160304804767	5790	120,00573329822764	5790	0,31535861051685971	5790	120,00338097199848	5790	-0,039523268287522284	5790	0	5790	0
5800	-0,0531446572520778	5800	119,99958206150856	5800	0,21641292854396632	5800	120,00338097199848	5800	-0,039523268287522284	5800	0	5800	0
5810	-0,034730433384280751	5810	120,00675478164948	5810	0,60412920720940078	5810	120,00338097199848	5810	-0,039523268287522284	5810	0	5810	0
5820	-0,051287196579928113	5820	119,99772473181038	5820	-1,3244830229850824	5820	120,00338097199848	5820	-0,039523268287522284	5820	0	5820	0
5830	-0,036972938584845814	5830	120,00353117787186	5830	0,26950982524447009	5830	120,00338097199848	5830	-0,039523268287522284	5830	0	5830	0
5840	-0,034612983557472936	5840	120,00395917109164	5840	-0,3024542790232061	5840	120,00338097199848	5840	-0,039523268287522284	5840	0	5840	0
5850	-0,039261734199808114	5850	120,00347395273631	5850	0,63447981165228928	5850	120,00338097199848	5850	-0,039523268287522284	5850	0	5850	0
5860	-0,040304056654261622	5860	120,00386672935089	5860	-0,58230272006225914	5860	120,00338097199848	5860	-0,039523268287522284	5860	0	5860	0
5870	-0,0392457432941795	5870	120,00329835073634	5870	-0,074717030609495971	5870	120,00338097199848	5870	-0,039523268287522284	5870	0	5870	0
5880	-0,040655232077082291	5880	120,00517527797791	5880	0,15836654415988033	5880	120,00338097199848	5880	-0,039523268287522284	5880	0	5880	0
5890	-0,025474924599571111	5890	120,00631724334372	5890	1,4497089225648254	5890	120,00338097199848	5890	-0,039523268287522284	5890	0	5890	0
5900	-0,039112008852856157	5900	120,00255823479624	5900	0,52986648925672764	5900	120,00338097199848	5900	-0,039523268287522284	5900	0	5900	0
5910	-0,053383149214143569	5910	119,99898145803672	5910	-1,0650885797057379	5910	120,00338097199848	5910	-0,039523268287522284	5910	0	5910	0
5920	-0,039343034138519542	5920	119,99931180494403	5920	-1,2103172543886338	5920	120,00338097199848	5920	-0,039523268287522284	5920	0	5920	0
5930	-0,042111328591431192	5930	120,00331125901847	5930	-0,56307280472164667	5930	120,00338097199848	5930	-0,039523268287522284	5930	0	5930	0
5940	-0,038461739615671453	5940	120,00274294627189	5940	0,51650523402510451	5940	120,00338097199848	5940	-0,039523268287522284	5940	0	5940	0
5950	-0,035251927979496757	5950	120,0048653883721	5950	-0,20377363527993814	5950	120,00338097199848	5950	-0,039523268287522284	5950	0	5950	0
5960	-0,036890619708829182	5960	120,00466596308148	5960	0,67267490501956151	5960	120,00338097199848	5960	-0,039523268287522284	5960	0	5960	0
5970	-0,031981312476691712	5970	120,00632144349714	5970	0,827770137159838	5970	120,00338097199848	5970	-0,039523268287522284	5970	0	5970	0
5980	-0,043479547580319813	5980	120,00496876041639	5980	0,35245248099811632	5980	120,00338097199848	5980	-0,039523268287522284	5980	0	5980	0
5990	-0,037715562900606431	5990	120,00296698600181	5990	-0,068506589432173359	5990	120,00338097199848	5990	-0,039523268287522284	5990	0	5990	0
6000	-0,040826106495043542	6000	120,00278565917979	6000	0,049531206348409879	6000	120,00338097199848	6000	-0,039523268287522284	6000	0	6000	0
6010	-0,035830570509549631	6010	120,00553389699758	6010	0,27763086999297781	6010	120,00338097199848	6010	-0,039523268287522284	6010	0	6010	0
6020	-0,049003890449621716	6020	120,00115005421478	6020	-0,88895260057948611	6020	120,00338097199848	6020	-0,039523268287522284	6020	0	6020	0
6030	-0,035392512894543232	6030	120,00589043373793	6030	1,2268510474134164	6030	120,00338097199848	6030	-0,039523268287522284	6030	0	6030	0
6040	-0,053350981282782352	6040	119,99741143795212	6040	-1,4749930833049756	6040	120,00338097199848	6040	-0,039523268287522284	6040	0	6040	0
6050	-0,030937916858655469	6050	120,0056644498717	6050	0,80683102043222421	6050	120,00338097199848	6050	-0,039523268287522284	6050	0	6050	0
6060	-0,0407356693877328	6060	120,00291180423847	6060	-0,39426274291913743	6060	120,00338097199848	6060	-0,039523268287522284	6060	0	6060	0
6070	-0,035805833058424941	6070	120,00333643276484	6070	0,13132088282818671	6070	120,00338097199848	6070	-0,039523268287522284	6070	0	6070	0
6080	-0,043766451509105679	6080	120,00507760674442	6080	0,29911547009985723	6080	120,00338097199848	6080	-0,039523268287522284	6080	0	6080	0
6090	-0,040060701276592593	6090	120,00484548494568	6090	-0,10472786258109745	6090	120,00338097199848	6090	-0,039523268287522284	6090	0	6090	0
6100	-0,036476410297546905	6100	120,00538085633561	6100	0,046346606356347464	6100	120,00338097199848	6100	-0,039523268287522284	6100	0	6100	0
6110	-0,036344001142722737	6110	120,00354119099399	6110	-0,021845794046649547	6110	120,00338097199848	6110	-0,039523268287522284	6110	0	6110	0
6120	-0,031092707086771608	6120	120,00409183821557	6120	0,28286836161894935	6120	120,00338097199848	6120	-0,039523268287522284	6120	0	6120	0
6130	-0,056857489643473473	6130	119,99862931685017	6130	-1,3607253876113852	6130	120,00338097199848	6130	-0,039523268287522284	6130	0	6130	0
6140	-0,033385904585821663	6140	120,00441667904394	6140	0,90196360544152787	6140	120,00338097199848	6140	-0,039523268287522284	6140	0	6140	0
6150	-0,028103721954178554	6150	120,00513480718372	6150	1,3456793676887062	6150	120,00338097199848	6150	-0,039523268287522284	6150	0	6150	0
