SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetAcc.x
NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

28120	-0,057028818670266025	28120	120,02882678111205	28120	0,33432623744562229	28120	120	28120	-0,039523268287522284	28120	0	28120	0
28130	-0,064381025453687443	28130	120,02734086440805	28130	-0,27569215156034305	28130	120	28130	-0,039523268287522284	28130	0	28130	0
28140	-0,062936119155097489	28140	120,0255897544743	28140	0,28389091787466192	28140	120	28140	-0,039523268287522284	28140	0	28140	0
28150	-0,057843570510786813	28150	120,02608734218774	28150	0,7677526659154319	28150	120	28150	-0,039523268287522284	28150	0	28150	0
28160	-0,064582183574038679	28160	120,02788588028112	28160	0,42681354283904133	28160	120	28160	-0,039523268287522284	28160	0	28160	0
28170	-0,053783330969531092	28170	120,02956450499541	28170	0,73883003085050469	28170	120	28170	-0,039523268287522284	28170	0	28170	0
28180	-0,070023722969737467	28180	120,0267141322052	28180	-0,84322664003757042	28180	120	28180	-0,039523268287522284	28180	0	28180	0
28190	-0,058936445448492518	28190	120,02685458135143	28190	0,13794824244680476	28190	120	28190	-0,039523268287522284	28190	0	28190	0
28200	-0,055857283567050442	28200	120,02864563259425	28200	0,26319082242597258	28200	120	28200	-0,039523268287522284	28200	0	28200	0
28210	-0,050627058477969715	28210	120,02947764068065	28210	0,83008445979128009	28210	120	28210	-0,039523268287522284	28210	0	28210	0
28220	-0,056747502313365249	28220	120,02807048434509	28220	0,61439687323231074	28220	120	28220	-0,039523268287522284	28220	0	28220	0
28230	-0,058772040496130475	28230	120,02797891919956	28230	0,11405173033896571	28230	120	28230	-0,039523268287522284	28230	0	28230	0
28240	-0,056422694726030106	28240	120,02844923451089	28240	0,54461388556531543	28240	120	28240	-0,039523268287522284	28240	0	28240	0
28250	-0,065991623465534388	28250	120,02588415971918	28250	-0,40398332848266272	28250	120	28250	-0,039523268287522284	28250	0	28250	0
28260	-0,053923121740405026	28260	120,02975835964548	28260	0,47422645331137281	28260	120	28260	-0,039523268287522284	28260	0	28260	0
28270	-0,061263270742615353	28270	120,03033896108394	28270	-0,058723619932681374	28270	120	28270	-0,039523268287522284	28270	0	28270	0
28280	-0,0653626784036948	28280	120,02795677418939	28280	-0,35411720120885004	28280	120	28280	-0,039523268287522284	28280	0	28280	0
28290	-0,064700939458493215	28290	120,02653184184388	28290	-0,024296005479834827	28290	120	28290	-0,039523268287522284	28290	0	28290	0
28300	-0,068548627901633588	28300	120,02492051259408	28300	-0,73731702521123121	28300	120	28300	-0,039523268287522284	28300	0	28300	0
28310	-0,052776878493543025	28310	120,02450977301311	28310	-0,021669239289361569	28310	120	28310	-0,039523268287522284	28310	0	28310	0
28320	-0,052943132963081105	28320	120,02787665231195	28320	0,53720708534813277	28320	120	28320	-0,039523268287522284	28320	0	28320	0
28330	-0,049857885821569664	28330	120,03016106121592	28330	1,1810895319713488	28330	120	28330	-0,039523268287522284	28330	0	28330	0
28340	-0,062893822905236846	28340	120,0288403684382	28340	-0,41742117637678922	28340	120	28340	-0,039523268287522284	28340	0	28340	0
28350	-0,064006677061057088	28350	120,02928007025747	28350	0,10549509721924882	28350	120	28350	-0,039523268287522284	28350	0	28350	0
28360	-0,06410334196907938	28360	120,02809994088695	28360	-0,34314506951674595	28360	120	28360	-0,039523268287522284	28360	0	28360	0
28370	-0,055537351358953539	28370	120,02468690894307	28370	-0,19575908818022181	28370	120	28370	-0,039523268287522284	28370	0	28370	0
28380	-0,063130822631681752	28380	120,02328548597717	28380	0,028067770048366192	28380	120	28380	-0,039523268287522284	28380	0	28380	0
28390	-0,058699703719709714	28390	120,02754636757042	28390	0,21476639742965314	28390	120	28390	-0,039523268287522284	28390	0	28390	0
28400	-0,063899293971953749	28400	120,0293051889999	28400	-0,10100245009206686	28400	120	28400	-0,039523268287522284	28400	0	28400	0
28410	-0,056284723259701235	28410	120,03038891552491	28410	0,395272589230168	28410	120	28410	-0,039523268287522284	28410	0	28410	0
28420	-0,063766340966564083	28420	120,02794400099698	28420	0,077588491718432573	28420	120	28420	-0,039523268287522284	28420	0	28420	0
28430	-0,063756215641177866	28430	120,02569501516874	28430	-0,39569658547114894	28430	120	28430	-0,039523268287522284	28430	0	28430	0
28440	-0,07458644700536958	28440	120,01963717490425	28440	-0,802947739410277	28440	120	28440	-0,039523268287522284	28440	0	28440	0
28450	-0,066778769620928422	28450	120,02232901585666	28450	0,012044798419964614	28450	120	28450	-0,039523268287522284	28450	0	28450	0
28460	-0,0625651480994553	28460	120,02196621076449	28460	0,12923244820261087	28460	120	28460	-0,039523268287522284	28460	0	28460	0
28470	-0,058644145015725194	28470	120,02573576349822	28470	0,070959783592911885	28470	120	28470	-0,039523268287522284	28470	0	28470	0
28480	-0,058939818526605951	28480	120,02883760790427	28480	0,62445942115924336	28480	120	28480	-0,039523268287522284	28480	0	28480	0
28490	-0,056134489210321444	28490	120,03194782084255	28490	0,35566167072851262	28490	120	28490	-0,039523268287522284	28490	0	28490	0
28500	-0,064860222740667925	28500	120,02922027924764	28500	-0,27093283010359775	28500	120	28500	-0,039523268287522284	28500	0	28500	0
28510	-0,063472174935275474	28510	120,02675011270453	28510	0,31611517027537828	28510	120	28510	-0,039523268287522284	28510	0	28510	0
28520	-0,0595515528961016	28520	120,02594667318085	28520	0,1876596538588948	28520	120	28520	-0,039523268287522284	28520	0	28520	0
28530	-0,052338927654507407	28530	120,02729495784651	28530	0,97502034705822849	28530	120	28530	-0,039523268287522284	28530	0	28530	0
28540	-0,05838524289206086	28540	120,02892473285937	28540	0,12039460249199158	28540	120	28540	-0,039523268287522284	28540	0	28540	0
28550	-0,058777733787421751	28550	120,02888884655697	28550	-0,15786099807639764	28550	120	28550	-0,039523268287522284	28550	0	28550	0
28560	-0,06534997764826396	28560	120,02579303061111	28560	-0,04158016547477858	28560	120	28560	-0,039523268287522284	28560	0	28560	0
28570	-0,057026894276382717	28570	120,02610409383155	28570	0,33845848301535592	28570	120	28570	-0,039523268287522284	28570	0	28570	0
28580	-0,051524437365925511	28580	120,02744060811185	28580	0,30631482928972392	28580	120	28580	-0,039523268287522284	28580	0	28580	0
28590	-0,061560631340360605	28590	120,02937179786407	28590	0,28139165730429905	28590	120	28590	-0,039523268287522284	28590	0	28590	0
28600	-0,049199998355968215	28600	120,03275956329053	28600	0,18001098633706653	28600	120	28600	-0,039523268287522284	28600	0	28600	0
28610	-0,063395256747330181	28610	120,02966860695598	28610	-0,19276156196767774	28610	120	28610	-0,039523268287522284	28610	0	28610	0
28620	-0,070118471517946146	28620	120,02669434800077	28620	-0,4601239158215476	28620	120	28620	-0,039523268287522284	28620	0	28620	0
28630	-0,0514748302870728	28630	120,02670518980632	28630	-0,16794503261010335	28630	120	28630	-0,039523268287522284	28630	0	28630	0
28640	-0,066140963094860464	28640	120,02364404411209	28640	-0,2436490211826349	28640	120	28640	-0,039523268287522284	28640	0	28640	0
28650	-0,063074378756278693	28650	120,02521539639973	28650	0,25173099719645631	28650	120	28650	-0,039523268287522284	28650	0	28650	0
28660	-0,062295647522342013	28660	120,02816118691422	28660	0,28911541954947112	28660	120	28660	-0,039523268287522284	28660	0	28660	0
28670	-0,065773231518338138	28670	120,02541960777622	28670	0,06547765268138224	28670	120	28670	-0,039523268287522284	28670	0	28670	0
28680	-0,058405350987432242	28680	120,02839278034534	28680	0,06750802245660896	28680	120	28680	-0,039523268287522284	28680	0	28680	0
28690	-0,06380470000561847	28690	120,02775998122895	28690	-0,2098227966377659	28690	120	28690	-0,039523268287522284	28690	0	28690	0
28700	-0,063925478081260756	28700	120,0247957309858	28700	-0,23003230338512529	28700	120	28700	-0,039523268287522284	28700	0	28700	0
28710	-0,0671312835298415	28710	120,02512554974071	28710	0,15535995529854216	28710	120	28710	-0,039523268287522284	28710	0	28710	0
28720	-0,062901215792731988	28720	120,02572752441934	28720	-0,12780967449085351	28720	120	28720	-0,039523268287522284	28720	0	28720	0
28730	-0,071091723233068657	28730	120,02446023472103	28730	-0,590191559326073	28730	120	28730	-0,039523268287522284	28730	0	28730	0
28740	-0,065570309015221651	28740	120,02360215297723	28740	-0,40500079346037465	28740	120	28740	-0,039523268287522284	28740	0	28740	0
28750	-0,059342757861288724	28750	120,02930072552215	28750	0,72999617119960514	28750	120	28750	-0,039523268287522284	28750	0	28750	0
28760	-0,058213829920957125	28760	120,03153726507856	28760	0,55677770898576084	28760	120	28760	-0,039523268287522284	28760	0	28760	0
28770	-0,061559542581883404	28770	120,03025497826037	28770	0,3041471764462344	28770	120	28770	-0,039523268287522284	28770	0	28770	0
28780	-0,062222205532655048	28780	120,02865325588999	28780	-0,14835977222411326	28780	120	28780	-0,039523268287522284	28780	0	28780	0
28790	-0,063538619447279454	28790	120,02342135256012	28790	-0,34401868522383039	28790	120	28790	-0,039523268287522284	28790	0	28790	0
28800	-0,070327821653515241	28800	120,02524059052368	28800	0,33432754204494353	28800	120	28800	-0,039523268287522284	28800	0	28800	0
28810	-0,064539839698044013	28810	120,02548725569008	28810	-0,093021532123135034	28810	120	28810	-0,039523268287522284	28810	0	28810	0
28820	-0,062293150556980988	28820	120,02834993285647	28820	0,57607314163076728	28820	120	28820	-0,039523268287522284	28820	0	28820	0
28830	-0,063044465340958172	28830	120,0288239162763	28830	0,20650049510135454	28830	120	28830	-0,039523268287522284	28830	0	28830	0
28840	-0,059383547464340068	28840	120,03231788578437	28840	0,77813774863439622	28840	120	28840	-0,039523268287522284	28840	0	28840	0
28850	-0,054502311295866114	28850	120,0286470693172	28850	0,018104186197775096	28850	120	28850	-0,039523268287522284	28850	0	28850	0
28860	-0,068293513564111244	28860	120,02532409003125	28860	-0,70123205344573059	28860	120	28860	-0,039523268287522284	28860	0	28860	0
28870	-0,063263710045792954	28870	120,02519930298649	28870	-0,536383568685796	28870	120	28870	-0,039523268287522284	28870	0	28870	0
28880	-0,0673217369929672	28880	120,02499819416849	28880	-0,20733356215619053	28880	120	28880	-0,039523268287522284	28880	0	28880	0
28890	-0,063454056229983152	28890	120,0255784091102	28890	-0,046405594055342739	28890	120	28890	-0,039523268287522284	28890	0	28890	0
28900	-0,06178697200535422	28900	120,02561378351844	28900	-0,38174760890648013	28900	120	28900	-0,039523268287522284	28900	0	28900	0
28910	-0,068171482561794519	28910	120,02588596615699	28910	-0,16195210397783741	28910	120	28910	-0,039523268287522284	28910	0	28910	0
28920	-0,064095775106497374	28920	120,02584422985329	28920	0,0270500640629934	28920	120	28920	-0,039523268287522284	28920	0	28920	0
28930	-0,065729125482674483	28930	120,02691847473213	28930	-0,08124587056866836	28930	120	28930	-0,039523268287522284	28930	0	28930	0
28940	-0,044276947213282354	28940	120,02939102410299	28940	1,218325831348118	28940	120	28940	-0,039523268287522284	28940	0	28940	0
28950	-0,058921037785418386	28950	120,03077418026105	28950	0,32729311003738337	28950	120	28950	-0,039523268287522284	28950	0	28950	0
28960	-0,068498873492900181	28960	120,02919774864776	28960	-0,97776679456549864	28960	120	28960	-0,039523268287522284	28960	0	28960	0
28970	-0,069643134958469063	28970	120,02782024279364	28970	-0,15994428314808823	28970	120	28970	-0,039523268287522284	28970	0	28970	0
28980	-0,061988293288530352	28980	120,02740771912556	28980	-0,4821527191848084	28980	120	28980	-0,039523268287522284	28980	0	28980	0
28990	-0,059187108808695488	28990	120,02843689112785	28990	0,03512738965284376	28990	120	28990	-0,039523268287522284	28990	0	28990	0
29000	-0,0547726701127404	29000	120,02744001703452	29000	0,19765146957984359	29000	120	29000	-0,039523268287522284	29000	0	29000	0
29010	-0,0705917424573727	29010	120,02598627702281	29010	-0,049364092757649775	29010	120	29010	-0,039523268287522284	29010	0	29010	0
29020	-0,062774379800639657	29020	120,02729115920299	29020	0,34569593564184231	29020	120	29020	-0,039523268287522284	29020	0	29020	0
29030	-0,0625710196281826	29030	120,02747436286485	29030	-0,20161568716472722	29030	120	29030	-0,039523268287522284	29030	0	29030	0
29040	-0,06207004261621437	29040	120,02733465292533	29040	0,70201307726294149	29040	120	29040	-0,039523268287522284	29040	0	29040	0
29050	-0,064397353184459008	29050	120,02759872752098	29050	0,0046619978345760066	29050	120	29050	-0,039523268287522284	29050	0	29050	0
29060	-0,06010109683494589	29060	120,02934876492978	29060	-0,034482438176507632	29060	120	29060	-0,039523268287522284	29060	0	29060	0
29070	-0,064311713143398036	29070	120,02876363087852	29070	-0,25525808304099373	29070	120	29070	-0,039523268287522284	29070	0	29070	0
29080	-0,065518464489217484	29080	120,02462911926162	29080	-0,43539555610973879	29080	120	29080	-0,039523268287522284	29080	0	29080	0
29090	-0,060287464724321158	29090	120,02702516900106	29090	0,25675937284421269	29090	120	29090	-0,039523268287522284	29090	0	29090	0
29100	-0,061222549140363507	29100	120,02492209928475	29100	-0,48870339343100194	29100	120	29100	-0,039523268287522284	29100	0	29100	0
29110	-0,069805385690712415	29110	120,02201289563132	29110	-0,56610564202664659	29110	120	29110	-0,039523268287522284	29110	0	29110	0
29120	-0,069197569071890175	29120	120,02214561914681	29120	-0,017702504109591316	29120	120	29120	-0,039523268287522284	29120	0	29120	0
29130	-0,061538385389532532	29130	120,02583091394229	29130	-0,10184966840250656	29130	120	29130	-0,039523268287522284	29130	0	29130	0
29140	-0,059643967857931905	29140	120,02616667653035	29140	-0,29312968892784336	29140	120	29140	-0,039523268287522284	29140	0	29140	0
29150	-0,065896952276493712	29150	120,02642614671071	29150	0,019118076278766494	29150	120	29150	-0,039523268287522284	29150	0	29150	0
29160	-0,065073667293176693	29160	120,02706268302265	29160	-0,00752354568663674	29160	120	29160	-0,039523268287522284	29160	0	29160	0
29170	-0,062928880191723088	29170	120,02618737787724	29170	-0,65736911244005714	29170	120	29170	-0,039523268287522284	29170	0	29170	0
29180	-0,059415097882906026	29180	120,02638516573187	29180	0,16606665852356944	29180	120	29180	-0,039523268287522284	29180	0	29180	0
29190	-0,069741060830927487	29190	120,02416854036036	29190	-0,90381048608710257	29190	120	29190	-0,039523268287522284	29190	0	29190	0
29200	-0,059455990525701365	29200	120,0257902736118	29200	-0,030477877826234456	29200	120	29200	-0,039523268287522284	29200	0	29200	0
29210	-0,0567173886738106	29210	120,02897949741551	29210	0,37302088001839961	29210	120	29210	-0,039523268287522284	29210	0	29210	0
29220	-0,0642840188709588	29220	120,02462898686532	29220	-0,099995222788272053	29220	120	29220	-0,039523268287522284	29220	0	29220	0
29230	-0,055196370470178578	29230	120,02644151159495	29230	0,36071744349472046	29230	120	29230	-0,039523268287522284	29230	0	29230	0
29240	-0,07002099513624363	29240	120,02383405587435	29240	0,16656584935801871	29240	120	29240	-0,039523268287522284	29240	0	29240	0
29250	-0,053072496095559328	29250	120,02670497098852	29250	0,32814133552709218	29250	120	29250	-0,039523268287522284	29250	0	29250	0
29260	-0,060995992492164863	29260	120,02710408974117	29260	-0,18690354992905184	29260	120	29260	-0,039523268287522284	29260	0	29260	0
29270	-0,066499823625391544	29270	120,02586259216523	29270	0,33157107794040008	29270	120	29270	-0,039523268287522284	29270	0	29270	0
29280	-0,063004169578958921	29280	120,02828794325311	29280	0,36017381144948823	29280	120	29280	-0,039523268287522284	29280	0	29280	0
29290	-0,068406175498334776	29290	120,02813685685008	29290	-0,50762496629881326	29290	120	29290	-0,039523268287522284	29290	0	29290	0
29300	-0,060566395983322335	29300	120,02983045420623	29300	0,13513953903022546	29300	120	29300	-0,039523268287522284	29300	0	29300	0
29310	-0,059890848020312692	29310	120,02819286678633	29310	0,14148757210040991	29310	120	29310	-0,039523268287522284	29310	0	29310	0
29320	-0,063331554598524256	29320	120,02480886067912	29320	-0,40605841640354584	29320	120	29320	-0,039523268287522284	29320	0	29320	0
29330	-0,054701409224802759	29330	120,02877570230425	29330	0,15762250936579941	29330	120	29330	-0,039523268287522284	29330	0	29330	0
29340	-0,070206412188929521	29340	120,02536281834348	29340	-0,96326494754359537	29340	120	29340	-0,039523268287522284	29340	0	29340	0
29350	-0,062916883327592779	29350	120,02657494080449	29350	-0,028739221289350414	29350	120	29350	-0,039523268287522284	29350	0	29350	0
29360	-0,0544222553378133	29360	120,03036359368082	29360	0,12502991896680127	29360	120	29360	-0,039523268287522284	29360	0	29360	0
29370	-0,062915294945839209	29370	120,02884957919352	29370	0,23995512515062187	29370	120	29370	-0,039523268287522284	29370	0	29370	0
29380	-0,058860960572252104	29380	120,02753097844318	29380	0,19997015038858962	29380	120	29380	-0,039523268287522284	29380	0	29380	0
29390	-0,0683842604267885	29390	120,02453828384689	29390	-0,65398842691546055	29390	120	29390	-0,039523268287522284	29390	0	29390	0
29400	-0,068504463900322249	29400	120,02488958608636	29400	-0,551496619286072	29400	120	29400	-0,039523268287522284	29400	0	29400	0
29410	-0,065096767188766474	29410	120,02410716396314	29410	-0,30742286111358014	29410	120	29410	-0,039523268287522284	29410	0	29410	0
29420	-0,063317776587740446	29420	120,02654564206888	29420	0,17948056447992639	29420	120	29420	-0,039523268287522284	29420	0	29420	0
29430	-0,057465193328219179	29430	120,02702275212597	29430	0,097203387509897043	29430	120	29430	-0,039523268287522284	29430	0	29430	0
29440	-0,059818454626823822	29440	120,02660921027864	29440	0,094651720810165887	29440	120	29440	-0,039523268287522284	29440	0	29440	0
29450	-0,055949837181616051	29450	120,02529816663696	29450	-0,05951159029240792	29450	120	29450	-0,039523268287522284	29450	0	29450	0
29460	-0,06692856396071821	29460	120,02300284727104	29460	0,0039235272772622232	29460	120	29460	-0,039523268287522284	29460	0	29460	0
29470	-0,065418809891433921	29470	120,026207468207	29470	-0,027798482532198382	29470	120	29470	-0,039523268287522284	29470	0	29470	0
29480	-0,061543416253178357	29480	120,02653782800651	29480	-0,539666747789314	29480	120	29480	-0,039523268287522284	29480	0	29480	0
29490	-0,065626609105319783	29490	120,02335105281536	29490	0,068109627667030381	29490	120	29490	-0,039523268287522284	29490	0	29490	0
29500	-0,060382562901124259	29500	120,02892288727134	29500	0,32906220439200562	29500	120	29500	-0,039523268287522284	29500	0	29500	0
29510	-0,058596689296656262	29510	120,02974477932314	29510	0,72403917265061679	29510	120	29510	-0,039523268287522284	29510	0	29510	0
29520	-0,068571224908388489	29520	120,0278313457877	29520	-0,239223442183061	29520	120	29520	-0,039523268287522284	29520	0	29520	0
29530	-0,068863672414234273	29530	120,02842442925063	29530	0,52956551307231514	29530	120	29530	-0,039523268287522284	29530	0	29530	0
29540	-0,060846049117493757	29540	120,02952056125766	29540	0,82635864956472049	29540	120	29540	-0,039523268287522284	29540	0	29540	0
29550	-0,065065862473368277	29550	120,0289764414555	29550	-0,2291373603821944	29550	120	29550	-0,039523268287522284	29550	0	29550	0
29560	-0,069469932137993393	29560	120,02567156657271	29560	-0,5652198964687597	29560	120	29560	-0,039523268287522284	29560	0	29560	0
29570	-0,061325106703549022	29570	120,02776635702952	29570	0,23390866339376626	29570	120	29570	-0,039523268287522284	29570	0	29570	0
29580	-0,064888039609204626	29580	120,02855937373182	29580	0,079268382604120433	29580	120	29580	-0,039523268287522284	29580	0	29580	0
29590	-0,064720056369442225	29590	120,02673818357476	29590	-0,34183618189944076	29590	120	29590	-0,039523268287522284	29590	0	29590	0
29600	-0,067412698768178944	29600	120,02761528905843	29600	0,15602116215360773	29600	120	29600	-0,039523268287522284	29600	0	29600	0
29610	-0,05751596446603139	29610	120,02846537148876	29610	-0,12914449795172384	29610	120	29610	-0,039523268287522284	29610	0	29610	0
29620	-0,06582882918908485	29620	120,02921525771255	29620	-0,14911165066741189	29620	120	29620	-0,039523268287522284	29620	0	29620	0
29630	-0,0647016739689225	29630	120,0269441069445	29630	-0,69078377809400082	29630	120	29630	-0,039523268287522284	29630	0	29630	0
29640	-0,056826824869662021	29640	120,03024797216061	29640	0,58185514421922957	29640	120	29640	-0,039523268287522284	29640	0	29640	0
29650	-0,066028163220774247	29650	120,0284219109013	29650	-0,27155891890640121	29650	120	29650	-0,039523268287522284	29650	0	29650	0
29660	-0,065072637083297941	29660	120,02795646897218	29660	0,051851846900528631	29660	120	29660	-0,039523268287522284	29660	0	29660	0
29670	-0,066135175142545924	29670	120,02824080162027	29670	-0,58849153107864338	29670	120	29670	-0,039523268287522284	29670	0	29670	0
29680	-0,060369249473250487	29680	120,02504179490796	29680	0,098343070760997825	29680	120	29680	-0,039523268287522284	29680	0	29680	0
29690	-0,054772690422336789	29690	120,02428805896751	29690	-0,0790160984027562	29690	120	29690	-0,039523268287522284	29690	0	29690	0
29700	-0,055320772271715425	29700	120,02540175527938	29700	0,81673924581178658	29700	120	29700	-0,039523268287522284	29700	0	29700	0
29710	-0,071736794611075141	29710	120,01983599127081	29710	-0,28579401490299988	29710	120	29710	-0,039523268287522284	29710	0	29710	0
29720	-0,064841035981441988	29720	120,0218820159724	29720	0,26406143215556582	29720	120	29720	-0,039523268287522284	29720	0	29720	0
29730	-0,063231202042205975	29730	120,02410586448943	29730	0,40949950233190457	29730	120	29730	-0,039523268287522284	29730	0	29730	0
29740	-0,079036876385661467	29740	120,0260337015955	29740	-0,12493497060337538	29740	120	29740	-0,039523268287522284	29740	0	29740	0
29750	-0,0718611374599968	29750	120,02982714327617	29750	0,68821252065973	29750	120	29750	-0,039523268287522284	29750	0	29750	0
29760	-0,059506441846634825	29760	120,0330118127724	29760	0,21955844012687109	29760	120	29760	-0,039523268287522284	29760	0	29760	0
29770	-0,044516343925769412	29770	120,03857826055047	29770	1,1895300009210674	29770	120	29770	-0,039523268287522284	29770	0	29770	0
29780	-0,049217388417156546	29780	120,0338842991531	29780	0,72778898500554579	29780	120	29780	-0,039523268287522284	29780	0	29780	0
29790	-0,052262506763821846	29790	120,03230172680784	29790	-0,936259697256816	29790	120	29790	-0,039523268287522284	29790	0	29790	0
29800	-0,061604572836444972	29800	120,02825080463077	29800	-0,80958214441058018	29800	120	29800	-0,039523268287522284	29800	0	29800	0
29810	-0,053324646275309813	29810	120,02969130205288	29810	0,09489715011277039	29810	120	29810	-0,039523268287522284	29810	0	29810	0
29820	-0,071483899257087147	29820	120,026668830958	29820	-1,330341175717578	29820	120	29820	-0,039523268287522284	29820	0	29820	0
29830	-0,070102347391316	29830	120,02524012550997	29830	-0,88416447017945254	29830	120	29830	-0,039523268287522284	29830	0	29830	0
29840	-0,064347161928588886	29840	120,0251490513899	29840	-0,19730142734450443	29840	120	29840	-0,039523268287522284	29840	0	29840	0
29850	-0,070682308811151465	29850	120,02356248293518	29850	-0,12960948124995098	29850	120	29850	-0,039523268287522284	29850	0	29850	0
29860	-0,064043844588327029	29860	120,0269364969394	29860	0,14499112269352824	29860	120	29860	-0,039523268287522284	29860	0	29860	0
29870	-0,081967808618827617	29870	120,02679020381072	29870	-0,91600135298144192	29870	120	29870	-0,039523268287522284	29870	0	29870	0
29880	-0,075068212666359629	29880	120,02559795784633	29880	0,58985703102813813	29880	120	29880	-0,039523268287522284	29880	0	29880	0
29890	-0,05975472461271001	29890	120,02929581811939	29890	0,4814738576624667	29890	120	29890	-0,039523268287522284	29890	0	29890	0
29900	-0,06348323843797489	29900	120,02743095993773	29900	-0,2417178622939411	29900	120	29900	-0,039523268287522284	29900	0	29900	0
29910	-0,0606574141290404	29910	120,02815479692561	29910	-0,40301997893484048	29910	120	29910	-0,039523268287522284	29910	0	29910	0
29920	-0,051329987029658408	29920	120,03225118621593	29920	0,56476599833623031	29920	120	29920	-0,039523268287522284	29920	0	29920	0
29930	-0,058037191420572169	29930	120,03056216104024	29930	-0,16107460215181507	29930	120	29930	-0,039523268287522284	29930	0	29930	0
29940	-0,054266232141602248	29940	120,0318792774959	29940	-0,037450062205452106	29940	120	29940	-0,039523268287522284	29940	0	29940	0
29950	-0,073177915627685719	29950	120,02610503026479	29950	-0,76922486067437013	29950	120	29950	-0,039523268287522284	29950	0	29950	0
29960	-0,071118898592990837	29960	120,02720089332949	29960	-1,2294102162218579	29960	120	29960	-0,039523268287522284	29960	0	29960	0
29970	-0,043866107397866068	29970	120,0326543794711	29970	0,7228932632755547	29970	120	29970	-0,039523268287522284	29970	0	29970	0
29980	-0,064713019249747747	29980	120,02523563397838	29980	-0,32910493124211992	29980	120	29980	-0,039523268287522284	29980	0	29980	0
29990	-0,0870320185561173	29990	120,0229402797646	29990	-0,54557333283752807	29990	120	29990	-0,039523268287522284	29990	0	29990	0
30000	-0,074155652878040226	30000	120,02690087072416	30000	-0,25086792491532095	30000	120	30000	-0,039523268287522284	30000	0	30000	0
30010	-0,050162517979443051	30010	120,02893817524237	30010	0,39585797395909583	30010	120	30010	-0,039523268287522284	30010	0	30010	0
30020	-0,069522645428008428	30020	120,02900683439444	30020	-0,036515429959216139	30020	120	30020	-0,039523268287522284	30020	0	30020	0
30030	-0,067513697829588964	30030	120,02482033506131	30030	-0,31635746985872454	30030	120	30030	-0,039523268287522284	30030	0	30030	0
30040	-0,05368884158676878	30040	120,030289302604	30040	0,62071689496654081	30040	120	30040	-0,039523268287522284	30040	0	30040	0
30050	-0,061597275363206049	30050	120,0282952082042	30050	0,90024765732551926	30050	120	30050	-0,039523268287522284	30050	0	30050	0
30060	-0,060909140448678165	30060	120,02987948460637	30060	0,4374369389129914	30060	120	30060	-0,039523268287522284	30060	0	30060	0
30070	-0,056832322719406442	30070	120,03080663126282	30070	-0,18968994459303235	30070	120	30070	-0,039523268287522284	30070	0	30070	0
30080	-0,051902872497259417	30080	120,03003415077804	30080	0,51033006020887473	30080	120	30080	-0,039523268287522284	30080	0	30080	0
30090	-0,0649674928142754	30090	120,02828225743976	30090	-0,36996240133699565	30090	120	30090	-0,039523268287522284	30090	0	30090	0
30100	-0,056346550971048369	30100	120,03133683912611	30100	0,45528795075978723	30100	120	30100	-0,039523268287522284	30100	0	30100	0
30110	-0,044553091354443908	30110	120,03082566871581	30110	1,0316983451273338	30110	120	30110	-0,039523268287522284	30110	0	30110	0
30120	-0,075757980949741413	30120	120,02506453941261	30120	-0,47369682113273404	30120	120	30120	-0,039523268287522284	30120	0	30120	0
30130	-0,063737812016553347	30130	120,02855174714246	30130	0,0718195041365319	30130	120	30130	-0,039523268287522284	30130	0	30130	0
30140	-0,063986890665440291	30140	120,02766176363849	30140	0,47864328553074453	30140	120	30140	-0,039523268287522284	30140	0	30140	0
30150	-0,064019795710424182	30150	120,02774299879248	30150	0,7811691665514936	30150	120	30150	-0,039523268287522284	30150	0	30150	0
