Name	YT Scope Project	
File	C:\Users\Administrator\Documents\TcXaeShell\TwinCAT_260713\ScopeLog\2026-08-20_Scope_1000to2000mms_B.csv	
Starttime of export	134316857329540000	Thursday, August 20, 2026	16:48:52.954
Endtime of export	134316858874540000	Thursday, August 20, 2026	16:51:27.454


Name	a	Name	b
SymbolComment	A coordinate.	SymbolComment	B coordinate.
Data-Type	REAL64	Data-Type	REAL64
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	8	VariableSize	8
SymbolBased	True	SymbolBased	True
IndexGroup	61462	IndexGroup	61462
IndexOffset	0	IndexOffset	0
SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.a	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.b
NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1
Port	851	Port	851
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

16840	-0,011025979672018571	16840	-0,0018353751366748787
16850	-0,0078516229171410185	16850	0,0036238270365590362
16860	0,012157857703246891	16860	-0,0019234453930733347
16870	-0,013528554672321842	16870	-0,0070760805285450742
16880	0,0054333956887434864	16880	-0,0030518165416545894
16890	0,007525260249661811	16890	-0,00057707278173163719
16900	0,00068666708034213655	16900	-0,0025043160374298673
16910	-0,008992707166413429	16910	0,010731719875554248
16920	0,0096979831917361221	16920	0,0042499328049153
16930	0,0087583752654158617	16930	0,012493436227195997
16940	-0,0043589363769029419	16940	-0,0023609606238084485
16950	-0,0030254440852045057	16950	-0,014699079024829526
16960	-0,0028380151555032307	16960	-0,012642211945398277
16970	0,0066441604594149476	16970	0,0027400413759633788
16980	0,003664842122173211	16980	-0,0059081477453363923
16990	-0,0026219241249563325	16990	0,0024861608290397881
17000	0,0064819121478873476	17000	0,003927328309477532
17010	-0,000635348167664208	17010	0,01056636591632929
17020	-0,015545931574685569	17020	-0,0029776938635359667
17030	0,012108925597984972	17030	-0,0037824506431539981
17040	-0,0037058129735082338	17040	-0,0031747528137411321
17050	-0,016862009580499618	17050	-0,010169345433239328
17060	0,0072655670613568264	17060	0,0061912097258254523
17070	-0,00022265683511388248	17070	-0,0032961997513197509
17080	-0,00078508609667362131	17080	-0,0040222737475679154
17090	-0,00053697376517080459	17090	-0,0024757590940223755
17100	-0,0086117128896706155	17100	0,017821315905657508
17110	0,0050919824986619356	17110	-0,0070049327749022328
17120	0,0024358023320884873	17120	-0,0023560338318328079
17130	-0,0049181997456313334	17130	-0,0088803879335510559
17140	-0,012027169992459874	17140	0,0053875687985391729
17150	-0,00020916562291211702	17150	0,0069460267893560494
17160	-0,0050964353038222346	17160	-0,0023612997794797484
17170	-0,00091911743450777677	17170	-0,00037564754778563652
17180	0,00047470761455510916	17180	-0,0069745295239755133
17190	-0,0047183393889892013	17190	0,0015125183998018069
17200	-0,001936552696818296	17200	0,0025223855185663464
17210	0,013022666303481922	17210	-0,023221775543423022
17220	-0,014191604851041281	17220	-0,072368993836590428
17230	-0,020837752719226586	17230	-0,11230817614712342
17240	-0,0082424179105433214	17240	-0,21077352645615272
17250	-0,01479020802899331	17250	-0,27697326967579283
17260	0,0086956567222358973	17260	-0,3459408517986538
17270	0,017746686622313625	17270	-0,39217235259721428
17280	-0,00064987853762611355	17280	-0,43582132661252082
17290	0,0064110551919054253	17290	-0,40370171973806962
17300	0,018953224544490974	17300	-0,33896302911324211
17310	-0,017029262731598951	17310	-0,30713722261824272
17320	0,10404132703905808	17320	-0,18130956082119198
17330	-0,008268137640457536	17330	-0,15810379666321386
17340	0,0061306183147342031	17340	-0,31897593231734361
17350	-0,001398289574012753	17350	-0,1859162634089721
17360	-0,066401462243557433	17360	0,17050735612396392
17370	0,095511466634658052	17370	0,35683571125887847
17380	-0,022813234908461825	17380	0,50119925040318269
17390	0,10408456606042332	17390	0,23810076054020965
17400	-0,24747527492329358	17400	0,63541180010418141
17410	0,09739890669569469	17410	0,42563840722988389
17420	-0,10541403326911344	17420	0,50725727053551
17430	0,075632296598398568	17430	0,079929985577876672
17440	-0,16913151483915898	17440	0,56782227283689524
17450	0,0665850065082374	17450	0,415796886538339
17460	-0,039013317692234886	17460	0,31844866594547078
17470	0,012600634122668382	17470	-0,049624283790136267
17480	-0,071761752974108778	17480	0,076528752638037878
17490	0,11379612457466065	17490	-0,011190152521442101
17500	-0,00014291916388277267	17500	-0,048703425036676261
17510	0,015380275758167123	17510	-0,255216540509825
17520	-0,082659558741895539	17520	0,0080801000496463649
17530	0,092282096397568764	17530	0,033410011676682727
17540	-0,026258486083083264	17540	0,14186732818201406
17550	0,066050355356686727	17550	-0,12004151740787712
17560	-0,10371918099965444	17560	0,16244284569594653
17570	0,15603357781437177	17570	0,065618448755344172
17580	-0,043378530526895664	17580	0,1974810915417019
17590	0,10957482087889085	17590	-0,27795916350985417
17600	-0,23834027346158951	17600	0,14939277907423393
17610	0,11202220115561162	17610	-0,049034124857760396
17620	-0,090930379358121247	17620	0,2549962410958499
17630	0,055358445314520423	17630	-0,10439567447836391
17640	-0,13062016909368732	17640	0,39745280395365573
17650	0,041595103692555362	17650	0,44386188894299194
17660	0,061381460635869405	17660	0,48348080826688811
17670	-0,0083132414394560625	17670	0,26234935246971858
17680	0,041001918531807215	17680	0,21193293483601031
17690	-0,021403345932778317	17690	0,39795039395650184
17700	0,069815610246752077	17700	0,41412928871916477
17710	0,12934359471350132	17710	0,413537829790777
17720	0,068006100439296224	17720	0,36992817140333345
17730	0,045063989068648155	17730	0,21869493290709932
17740	0,012125366649162514	17740	0,045762358370423445
17750	-0,025882466189061471	17750	-0,095495888678467172
17760	-0,029752733907806812	17760	-0,21900921134606322
17770	-0,059909504861126658	17770	-0,2995929873460812
17780	-0,038777633952526168	17780	-0,33863038758198982
17790	-0,029137696246851863	17790	-0,37813040847762891
17800	-0,0036459951567883618	17800	-0,38222696895757408
17810	-0,027816010553960057	17810	-0,38281751774629491
17820	-0,00010030453476400766	17820	-0,37303460023306256
17830	0,01441397424645275	17830	-0,35025434999003252
17840	0,015322793351547326	17840	-0,29676845208114444
17850	0,020718581182632905	17850	-0,25046025843627207
17860	-0,00805343012407198	17860	-0,18863922564964206
17870	0,0012952723094739774	17870	-0,1456712733708978
17880	0,0031036649148730752	17880	-0,11445509945087209
17890	-0,0065990246534968645	17890	-0,055648974372853557
17900	0,00062246066468632912	17900	-0,032841062639707534
17910	0,0023196355112538648	17910	-0,024994325928118451
17920	0,0099190209442986746	17920	-0,024235154375951848
17930	-0,0084024755005694413	17930	-0,027621322565322948
17940	0,0052784134440394424	17940	-0,021319692645624447
17950	-0,0036857071728329349	17950	-0,030425770504521044
17960	-0,00050639055045121608	17960	-0,033575244556208951
17970	0,0018690790736422319	17970	-0,026573397965941291
17980	-0,00098758193136317318	17980	-0,01696856936528331
17990	-0,0033646436571247006	17990	-0,0093076011482733922
18000	-0,02764298122296131	18000	-0,017428529399994053
18010	0,0015244517285163996	18010	-0,016905067380639044
18020	0,0052016590744818807	18020	0,013735777855848425
18030	0,0019375092291046461	18030	-0,0030019898644431248
18040	-0,0029177081409216296	18040	0,00064094260365258509
18050	-0,011398086865237023	18050	-0,003485672416743081
18060	0,0051031020688019233	18060	-0,0026845449009012313
18070	-0,01124255742572481	18070	-0,011128199596440153
18080	0,005626917676220357	18080	-0,0070123903719698163
18090	-0,0099643271851954738	18090	-0,0078147026965464349
18100	0,00071102768414929845	18100	0,0059799721565083792
18110	-0,0017168854418090197	18110	-0,0011665184564640155
18120	-0,0079672135711142244	18120	0,002107008885986686
18130	0,01150264820027222	18130	-0,0008494818968990197
18140	-0,00505652195940462	18140	-0,004418205035715197
18150	0,00061924468189421234	18150	0,0052636256342581374
18160	-0,0022517241645093459	18160	-0,0078660463309250962
18170	-0,017800230608479885	18170	-1,7071443754228875E-05
18180	0,011595453070996423	18180	-0,00060338524704595673
18190	0,011427030542159556	18190	-0,0015395674135013147
18200	-0,014310505644785069	18200	0,0072982706568786868
18210	0,003201497813740177	18210	-0,0023192569526802763
18220	0,0035548387948777151	18220	-0,0081796964170318311
18230	-0,0051145559001059115	18230	0,0043864622085918407
18240	-0,00958643229713353	18240	-0,01839718805711793
18250	0,0053745565553819643	18250	0,006607520952530299
18260	0,00061160384032866457	18260	-0,0027618934837119031
18270	-0,0028914563294626179	18270	0,0043041878300270038
18280	-0,004169579851148208	18280	-0,0063363951589817
18290	0,0024111902630372705	18290	0,00916166587268493
18300	-0,00046830320084222116	18300	0,0037429816635661697
18310	0,0083028352568727086	18310	-0,0075810760782819373
18320	-0,014663175416483697	18320	-0,0036619551002430952
18330	0,011556942192986298	18330	-0,003170123183397299
18340	-0,0019542201873904751	18340	-0,010282610068586369
18350	0,0041969323454352338	18350	0,0010003457190709253
18360	0,010992640992214862	18360	-0,015369742787153277
18370	-0,014003466874138535	18370	-0,0036906242397710546
18380	-0,0039220822275782066	18380	0,0093483883254836531
18390	0,012176073641556649	18390	0,0063129569969833836
18400	0,0073949961982904266	18400	-0,0088476183753184948
18410	-0,0039505465812943738	18410	-0,0018917144879722521
18420	0,0042597634546129573	18420	-0,0070556594954737243
18430	-0,0051277686683834931	18430	0,0025205536861639495
18440	0,016438241892660944	18440	0,0030140413314609883
18450	0,0042590981416518337	18450	0,0013235251225864526
18460	-0,0072737186327493219	18460	-0,0062434265164336977
18470	-0,0063872813341807506	18470	-0,0051892931095755069
18480	0,012543497308708459	18480	0,0064500844736977659
18490	0,002374068988440229	18490	0,010737401428867525
18500	-0,0046585946012107967	18500	-0,00279777966585449
18510	0,0086217539699482582	18510	-0,0044275915197484195
18520	0,0072817346555737539	18520	-3,6602743232635368E-05
18530	0,0011757508281979732	18530	-0,0073121294239737542
18540	-0,00825352954063869	18540	-0,0033200814367577397
18550	-0,0053938828448611958	18550	0,0023890063681922345
18560	0,003358165564371221	18560	-0,0019652619136570934
18570	-0,015690088686309719	18570	-0,0099145332446342518
18580	-0,0046524695231621935	18580	-0,0038683594396767881
18590	-0,0076336892726805066	18590	-0,013678986963264535
18600	-0,0043462759852334956	18600	0,014149133158652263
18610	-0,0083137685307374878	18610	-0,020806759498822443
18620	-0,0029895345200487548	18620	0,0037069235916253763
18630	-0,0064000757980609453	18630	-0,0015503984494388229
18640	-0,0075095704811002752	18640	-0,0024741072583999582
18650	0,00033490134943952405	18650	0,011088363311060273
18660	-0,0020661560972103209	18660	-0,015902346348135369
18670	-0,00958595428621761	18670	-0,0041018327250847038
18680	0,0035826842505212691	18680	-0,0087132460389704718
18690	0,011140474556007564	18690	0,003022749775453261
18700	0,011714269997636726	18700	0,0025671498867652059
18710	-0,0070014545327256551	18710	0,0069330093534635106
18720	0,0074276802069700746	18720	0,011771874924193248
18730	-0,015616504430484294	18730	-0,009884514729148185
18740	-0,010859233413059556	18740	0,002172482394124332
18750	-0,0022177931291253073	18750	-0,0065108979695461212
18760	0,021146560338285766	18760	-0,0010603444195538591
18770	0,01463020275873232	18770	-0,0042815347501205438
18780	-0,0038802182614736951	18780	0,0033775429472560174
18790	-0,0035554373826527752	18790	0,0066106298760282029
18800	-0,014279422554767685	18800	0,0086747969160066475
18810	-0,01158758431282021	18810	-0,0033797130993037544
18820	-0,0013190689939791746	18820	-0,0046140069992455573
18830	0,020439139485701679	18830	0,0065394481643100688
18840	0,013312942486480192	18840	-0,024613232785757985
18850	-0,0090245601878412747	18850	0,0023260285933211582
18860	0,015728688027163294	18860	-0,014886154901108685
18870	-0,0066016491264285493	18870	0,012824572965864037
18880	-0,0017932357975603711	18880	0,0049158108320679576
18890	-0,0053589566673553314	18890	0,0070712126060686574
18900	0,00047125518011545956	18900	-0,0045086621503060819
18910	-0,00033510616230642687	18910	-0,0099576790536624188
18920	-0,0060979517322312807	18920	0,0018411297730715781
18930	0,012653439739084178	18930	-0,0074481234969728544
18940	-0,0023209649142134727	18940	-0,010012364598790487
18950	0,0091040474749531676	18950	-0,0057193819592454669
18960	0,010234771354864745	18960	-0,006594198355442029
18970	-0,010702314742368126	18970	0,0052352761528463047
18980	-0,014655929179668072	18980	-0,0047775178507926761
18990	0,0053281566450820526	18990	0,0035998685783206826
19000	-0,0067773920762415341	19000	0,0028171958464217259
19010	0,01884369088141729	19010	-0,00023347922956548775
19020	-0,015411593307439891	19020	-0,011397049992933067
19030	0,014127738699104117	19030	-0,00039680674912542286
19040	-0,0013020527795678074	19040	0,0016161548766702308
19050	-0,011696134851012938	19050	0,0044229308249586425
19060	0,023359416398734064	19060	-0,0152078743619796
19070	-0,0095279634165212068	19070	-0,00554220279610318
19080	-0,0045945858858861405	19080	0,0046979147801186035
19090	-0,0070454493300577507	19090	0,010600074972540124
19100	0,00060006116144178956	19100	0,008983860804146036
19110	-0,0095324396588004918	19110	-0,020382074238303533
19120	-0,010945986925409467	19120	0,015665967426228177
19130	0,0085165176864066237	19130	-0,010647604615077853
19140	-0,00253128566662644	19140	-0,009256807968688309
19150	-0,0061025142703895587	19150	-2,3170529212876212E-05
19160	0,007509856241695592	19160	-0,012793031808255223
19170	0,00010559298803635873	19170	-0,003631332930873356
19180	-0,0053638385902266845	19180	0,0017601666780532998
19190	0,0042063193003881623	19190	0,0036877374262051029
19200	-0,012793723352524286	19200	-0,00864757235844079
19210	-0,00064170136486481116	19210	0,0041324144487299881
19220	0,0093789422196264519	19220	0,006089804266159511
19230	-0,0056699425497579664	19230	0,0027235305947264695
19240	0,012593464504742217	19240	0,017375802721362108
19250	0,0059647134000571783	19250	0,0093700143169849915
19260	-0,0011096650126357517	19260	-0,008598279230117389
19270	0,0053907207041196045	19270	0,0083498042973441412
19280	-0,005728909160165498	19280	-0,0035180371668345569
19290	0,0013245174308879003	19290	-0,010319511524544359
19300	-0,0039869190176264648	19300	0,0019348886708652562
19310	-0,0046000468828075085	19310	0,0056207001995667279
19320	-0,0072152721802223431	19320	-0,0090435456243845077
19330	-0,0014957258517289968	19330	-0,0085539048410916713
19340	-0,012048707809549515	19340	0,001276991053643772
19350	0,008049071971547488	19350	0,0075077340154318557
19360	0,01036319708947289	19360	-0,00994200400222848
19370	-0,00063577401549835279	19370	0,0097071440858899
19380	-0,0076391389424605256	19380	-0,0061415202895893188
19390	-0,0034369291530772644	19390	-0,0060679359259356372
19400	0,0015179844292165677	19400	0,010482068285621071
19410	0,00076812458702766868	19410	-0,012489951384547841
19420	-0,0068626018830297434	19420	-0,00089211870073456826
19430	0,007699289745458345	19430	0,011807028938281429
19440	-0,016135531778768687	19440	-0,0030329420807898603
19450	-0,0074250360757662408	19450	0,0019026102720994329
19460	-0,016517913386720037	19460	0,0064243293941876577
19470	-0,0056706390174390024	19470	-0,01257248467182919
19480	0,0023771795946371877	19480	0,00050886548113633038
19490	0,000510377878685236	19490	0,010167550981312864
19500	-0,0041998129245244291	19500	-0,00970157608880567
19510	-0,0036154242141643793	19510	0,00028796978365593155
19520	-0,019315409788990316	19520	0,0085888291328172842
19530	-0,00071194894496464235	19530	9,364114437826834E-05
19540	0,01531289178929251	19540	-0,0012678882654292849
19550	-0,0014818808708674893	19550	-0,00045114998109395589
19560	-0,0020969455556512774	19560	-0,0050750483424165426
19570	-0,0013329482858067869	19570	0,0011187937533636352
19580	-0,014500063257984888	19580	-0,00020147348748513819
19590	0,00070553912265491881	19590	-0,00036058620566275471
19600	0,0013304159438134104	19600	-0,012593236884170031
19610	-0,0037338244306400451	19610	-0,010980700134997669
19620	0,0026394632984932938	19620	-0,0023129143822214161
19630	0,0020210894054597463	19630	-0,0012071096869700091
19640	-0,0052374635160813967	19640	-0,0049969868052101964
19650	-0,0038782775114707207	19650	-0,003069332659752684
19660	0,0026651403033898834	19660	0,017969394684454212
19670	-0,0053139120771396632	19670	-0,0074227745064446822
19680	0,010583049616926585	19680	0,0063619589071571342
19690	0,0037505919420261192	19690	-0,00064282060922603442
19700	0,0077531182892854045	19700	0,010334080514436562
19710	0,0053856334768507879	19710	-0,0074009932415259709
19720	0,003060495262720658	19720	-0,0032320507145977948
19730	-0,013859960402470129	19730	0,0069150230789007932
19740	0,016843786032473062	19740	0,0056015837013881024
19750	-0,028536554551012866	19750	-0,010895772852086729
19760	0,0029135968363896911	19760	0,001716093934349255
19770	9,6689875389267471E-05	19770	0,012001737273899206
19780	0,0018189849068959707	19780	-0,0043861170981307138
19790	0,0056508498564027477	19790	-0,0049125007841072689
19800	-0,009246432922992525	19800	0,0041085388155105689
19810	-0,0071754330916328733	19810	0,01049311499183459
19820	0,0082084530308073785	19820	-0,0096887809505318227
19830	-0,0040809582084400291	19830	0,01237083350492897
19840	0,0048948270189424787	19840	-0,008653980518661588
19850	0,0034802364751151896	19850	-0,000491665034205798
19860	-0,0034479672382829278	19860	0,019491330116449247
19870	-0,00026229801155000618	19870	-0,0048237702519695605
19880	0,003147955507009817	19880	0,0035985092878250309
19890	0,00055403952102028777	19890	-0,0036669210280427982
19900	0,0015252525212841055	19900	0,012019928263138789
19910	-0,0016213581309808926	19910	-0,00405392655695215
19920	0,0075666129281147208	19920	-0,017271746819874333
19930	0,010755334629203708	19930	0,00048628006647427987
19940	0,00092728054124393124	19940	-0,00938060591609235
19950	0,00099161846498370637	19950	0,0020923696001319872
19960	0,0064863967351237737	19960	-0,016931439794236343
19970	-0,0044510733275614257	19970	0,00092464884877755239
19980	-0,0056312482464842811	19980	0,0074707112502219678
19990	0,015209020935804649	19990	-0,0064423602728518933
20000	0,015339695653434116	20000	-0,0047526737469011406
20010	-0,0055689406545153218	20010	-0,0011233548388878368
20020	-0,0067121209121594133	20020	-0,0038924461445434886
20030	-0,0047735344223233389	20030	-0,0056418192073072436
20040	-0,017558980424477625	20040	0,00614865773009353
20050	0,010322287842699063	20050	0,017265649722210813
20060	-0,0049739763377909018	20060	0,00011695400668476645
20070	-0,013466587257877196	20070	-0,018897465903494892
20080	0,0035326072649062021	20080	-0,0095787030649725491
20090	0,010232793735368425	20090	0,00022318166827075411
20100	-0,0023569646735024331	20100	-0,0037152885286767532
20110	0,010295576784257592	20110	-0,00097654072743834786
20120	0,00014373255029865903	20120	0,000538548521656066
20130	-0,003301523818619517	20130	-0,0048808001291747441
20140	0,00090842257677618712	20140	0,0002512784534509824
20150	-0,0086589425537783923	20150	0,0063144207062909149
20160	0,013482907544433006	20160	-0,0017087778977378418
20170	-0,011216678612023912	20170	-0,0080598673279999259
20180	-0,00464815920727586	20180	0,0028344266716712843
20190	-0,0049526771813959945	20190	0,003968008234794991
20200	0,010356518865841753	20200	0,0115224168366409
20210	0,0068551712352937239	20210	0,0065151669632552119
20220	-0,0060544246090084705	20220	-0,0080839130449657463
20230	0,0034869802438814686	20230	0,00056428294889114582
20240	-0,005448813075216186	20240	-0,0096513749784368115
20250	0,001836619589307459	20250	0,0064914127787929262
20260	-0,0028390895139458958	20260	0,013037283626067583
20270	-0,0023630876645966831	20270	0,00974940295044373
20280	0,0041684978003089044	20280	-0,0070472509738464563
20290	0,019461774984852676	20290	0,0020582339148205921
20300	-0,00532199595563272	20300	0,0071828326098337661
20310	-0,015687370111575363	20310	-0,012138258209671887
20320	-0,011627618119684926	20320	0,0041097687660972635
20330	0,016457883434998159	20330	0,0033966119150146247
20340	-0,019905803213213596	20340	-0,0098054406814200978
20350	-0,0078978807883405278	20350	0,0056487556346254894
20360	0,0051609645603279712	20360	0,0042438110223825846
20370	-0,0046403314762682958	20370	0,0018331921603631511
20380	-0,000791754510225318	20380	0,00503612857467537
20390	-0,0094301884078069938	20390	-0,00953115384273464
20400	0,01095967833731302	20400	-0,0031670575850511538
20410	-0,00039734391548606855	20410	0,00067106455516893564
20420	-0,00783044363082366	20420	0,01556546454789174
20430	0,00047352452987755228	20430	-0,0013570288534170056
20440	0,0024629645812083078	20440	-0,0075449168748511364
20450	-0,0088338829154782222	20450	0,0099177754552745769
20460	-0,0017247083633390658	20460	-0,0082464369741246778
20470	0,0016283131187162078	20470	0,000630368699314909
20480	0,0083738589131408126	20480	0,00938625881378024
20490	0,0014798825546962998	20490	0,0029646890694364127
20500	-0,019616265023851494	20500	-0,0070052604392723218
20510	-0,00038392308493756039	20510	-0,011809589089195971
20520	-0,010332057979104388	20520	-0,00806002200138363
20530	0,0093406921842351144	20530	-0,0034169910788871029
20540	-0,00043717449505430059	20540	-0,0026370810040791766
20550	-0,0025920256100169015	20550	0,00035228295680386713
20560	-0,00024296163996735706	20560	-0,0037279864815763174
20570	0,00072067114143511014	20570	-0,0032717587950296285
20580	0,0037486878839402805	20580	-0,007142581492163
20590	0,0015135178349148445	20590	4,4233515811761408E-05
20600	0,0022329751770633691	20600	-0,00092795505292956194
20610	0,0083131128318672809	20610	-0,0019309462448294759
20620	0,011917544272850498	20620	0,0032307961745716009
20630	-0,00096379359301806749	20630	4,24360854899305E-05
20640	0,011109534443360073	20640	0,0053107333090668743
20650	-0,0089072027797013949	20650	-0,00807537820204415
20660	0,00751640843103268	20660	-0,016238134567467238
20670	-0,0066792342012120141	20670	0,00032453023323758643
20680	-0,00083946170400111284	20680	-0,0033102633840027926
20690	0,0064152547423845657	20690	0,010410604083767015
20700	0,010940860246754064	20700	-0,00038769756815643157
20710	0,0040846106846001472	20710	0,00043079996999904153
20720	-0,010114153902857753	20720	-0,0039074559464092763
20730	-0,0029452484541910842	20730	0,0011711927131152521
20740	-0,00031628402965255874	20740	-0,01042532634858709
20750	0,0019369310559041856	20750	0,0081907625767272223
20760	-0,0025713435287228435	20760	0,0059939102138410463
20770	-0,0042156268791555505	20770	0,0047012706235478631
20780	-0,012614710237036178	20780	-0,0067909743312352831
20790	0,018462830491062444	20790	-0,013924798252469554
20800	-0,0050399142223287669	20800	-0,011016910348416547
20810	0,014231164342771214	20810	0,0030143068648225109
20820	0,0014482447471349932	20820	0,0024960639742770195
20830	-0,0016381393665224231	20830	0,00915539960466052
20840	0,0029073817249103931	20840	-0,01681781421041742
20850	-0,010379734401819833	20850	-0,0087184453889174538
20860	0,012768772732153206	20860	0,0061754543858679352
20870	-0,010270578112441387	20870	-6,5515827353873643E-05
20880	-0,0022308507533253773	20880	0,010343814538561539
20890	-0,0025987217086417603	20890	-0,0025961048203748329
20900	0,01166029955907325	20900	-0,0071921463134623055
20910	0,007232199466965023	20910	0,00024505555959797477
20920	-0,0089760122663244887	20920	-0,0084245790560412287
20930	0,0083373592678100284	20930	0,0025453682804953324
20940	-0,0059554215808864516	20940	0,00917618171141546
20950	0,0061915056940095225	20950	0,0060305833814872055
20960	-9,6290547756710637E-05	20960	0,010090057256583513
20970	0,014894066435808198	20970	-0,0025305085542576739
20980	-0,0017343505656179127	20980	-0,00808672761045997
20990	0,005928160840453247	20990	0,0032643466146798643
21000	0,010297065070453974	21000	-0,0025628167796874946
21010	0,0087373536907137863	21010	0,0056626085948909017
21020	0,00592047303257744	21020	0,0030321173777379628
21030	9,903299221673874E-05	21030	-0,0032970488723158215
21040	0,0029982859429506063	21040	-0,0060734138390018677
21050	0,018300047386830678	21050	0,0045433995119168553
21060	-0,0059405588317305155	21060	0,00071971743336419472
21070	-0,00085618806070906106	21070	0,000768897359573556
21080	0,0061097568243395654	21080	0,0049926582543878134
21090	0,00966258316188677	21090	-0,0023156004212353995
21100	-0,017622954518499254	21100	0,0033818006925725331
21110	0,018068680000551011	21110	-0,00027147835680217024
21120	-0,0028677330659254126	21120	0,0026275724839902935
21130	-0,00095518543008553131	21130	-0,0043637082840885895
21140	0,005393702626649859	21140	-0,0083720246589359879
21150	-0,016888087733519148	21150	0,0084211840338130114
21160	-0,0069138660724484781	21160	-0,0052468542303573057
21170	0,013689764248426219	21170	0,008603765742568853
21180	0,0069687878336466558	21180	-0,013328410687663057
21190	0,010938270491595202	21190	-0,0010592581705213906
21200	0,0012558751785107334	21200	0,0011186158925632309
21210	0,0048343904934798222	21210	0,0033489070234679914
21220	-0,010942144194184732	21220	0,0025036812791804047
21230	0,0086047212758690473	21230	0,015621602817571346
21240	0,010351489682911427	21240	0,0030659136578007392
21250	-0,0043810578084293537	21250	-0,0077457204189315771
21260	0,0060591577876445866	21260	0,013780406331192589
21270	-0,0056337974879236228	21270	-0,00537851819241726
21280	0,009015405791155227	21280	-0,0018306453092480119
21290	0,0064100835294254891	21290	-0,00961482643735649
21300	-0,0048783661581328335	21300	-0,004554594771169233
21310	0,0027026100438393382	21310	0,0014007349912180669
21320	-0,00180937660382496	21320	0,0086443383788089422
21330	0,0065393962821128021	21330	0,00300304145994777
21340	0,0065357310990813529	21340	-0,017250886308335846
21350	0,028731243427719336	21350	0,010676151116461686
21360	0,0039008126913970109	21360	0,0062284684729452117
21370	0,010334601267023498	21370	0,0090679263473291173
21380	-0,00086290170467699016	21380	-0,0016243732183719875
21390	-0,017583891605425991	21390	-0,0029479077060044732
21400	0,003653952885165544	21400	-0,00055699027569980277
21410	0,010792738667529283	21410	-0,0088568077595135523
21420	-0,0049801471687200933	21420	0,0066022029085320254
21430	-0,0070870196857807316	21430	-0,0011761137401564031
21440	-0,0027649524851177036	21440	-0,015753502937702904
21450	-0,018063163554172496	21450	0,012560601692470705
21460	-0,0073161403195855365	21460	0,017089621270044847
21470	0,017261250174012661	21470	-0,005766602636115524
21480	-0,0069409843588812787	21480	-0,0028712246375563679
21490	-0,0001983819662802209	21490	0,00089517384779168611
21500	-0,0058774814096753548	21500	-0,0034247793204379966
21510	-0,0048997448129635	21510	-0,00667949586291621
21520	0,004211028278965006	21520	0,0055401452518550505
21530	-0,0087574068848818055	21530	-0,0013610832018163552
21540	0,00986069823084679	21540	0,0045190091771032522
21550	0,00089601023606285647	21550	-0,00084194944605345582
21560	0,0034158466841649666	21560	-0,011074034340312311
21570	-0,0086881048982541675	21570	0,0035583036616298976
21580	0,0028209598998172312	21580	0,00992129294732999
21590	0,0027916777258956997	21590	-0,01224844293274021
21600	0,013071237571354335	21600	0,0027137576785306811
21610	0,013333723826628336	21610	-0,0037094927864204565
21620	0,0051155699535238323	21620	-0,00067740275855725587
21630	-0,0031224330972574568	21630	-0,0056729718423073278
21640	-0,010341833559382552	21640	-0,0068865520710445667
21650	0,0033796520524249124	21650	0,014445702243409332
21660	-0,0013511329127270011	21660	-0,0060904598530603154
21670	0,0013529659218574053	21670	-0,0041971197511752444
21680	0,0076824845066818795	21680	0,020816502592459353
21690	0,0086675326915847551	21690	0,0076630046475845235
21700	-0,010797639034827333	21700	0,0009583103402462282
21710	0,0037665124441957631	21710	0,00016704073417389223
21720	0,0058540184865408622	21720	-0,0062626563402416692
21730	-0,018447623968300457	21730	0,008342536274044722
21740	0,012090968125004167	21740	-0,012418219913654974
21750	0,012374809613473644	21750	0,012888658410721236
21760	0,0061531499120859911	21760	-0,002105547776227905
21770	-0,0031464769084418006	21770	-0,0030990388322780496
21780	-0,0068930534024079912	21780	0,00275522472790041
21790	0,011332062375136454	21790	0,00092147632581550051
21800	0,0045131374514409822	21800	0,0028003022663843488
21810	-0,00014109299220514175	21810	-0,00926615605048159
21820	-0,0058469593231130811	21820	-0,0076159767840355943
21830	-0,0046851490550869962	21830	-0,0084095243308851386
21840	0,0026173317242473445	21840	0,0013942342092073217
21850	0,0043921151996246365	21850	-0,007246057704055551
21860	0,013833395226995535	21860	0,014148789651973181
21870	0,0076409035611602148	21870	0,011979727054683718
21880	-0,025188771491949338	21880	0,0068954322993421656
21890	-0,0082360217639755647	21890	-0,00429973770213679
21900	-0,00813663816680743	21900	-0,0053999720152565159
21910	0,013079498266251292	21910	0,0014035904017165835
21920	-0,012834011081603836	21920	0,00799919749876735
21930	0,0070153412994660011	21930	-0,0074437479652029034
21940	0,025490515416361392	21940	0,013229247234491644
21950	-0,00074559351399753552	21950	0,0016916301667992788
