Name	YT Scope Project	
File	C:\Users\Administrator\Documents\TcXaeShell\TwinCAT_260713\ScopeLog\2026-08-20_Scope_1000mms_B.csv	
16190	0,0037880623813687539	16190	1,1070903458164163
16200	0,0044746793230706948	16200	1,1168357214339941
16210	0,00032031609596784154	16210	1,1237959231573338
16220	0,01996727984833057	16220	1,0963901071860529
16230	-0,0092384759321498863	16230	1,1016536613296237
16240	-0,012325718189264083	16240	1,1215136533041614
16250	0,0028061810737993065	16250	1,1147373806404022
16260	-0,013133198092210861	16260	1,1056846269328851
16270	0,00824896324806409	16270	1,1161956194764153
16280	-0,0038467905311984139	16280	1,1032766791838804
16290	0,010310872399782855	16290	1,1059637126501889
16300	0,0011558731648033528	16300	1,1049487157584796
16310	0,010515745042054256	16310	1,1175355177096749
16320	0,0066807863907703078	16320	1,1048616300414804
16330	-0,0064702069016906215	16330	1,1154858557152469
16340	0,0056260158363582724	16340	1,1077909109560131
16350	-0,0076257390380284193	16350	1,1229225313300879
16360	-0,02669160287339949	16360	1,1208192903007948
16370	0,0087694366600102741	16370	1,0887505579578227
16380	-0,007982544003634821	16380	1,1140033764182722
16390	-0,00495855764601556	16390	1,0967362588700391
16400	-0,0029224393845150832	16400	1,1061580945334337
16410	0,0028851713727250572	16410	1,1085747684782867
16420	0,0065874071052808222	16420	1,1028865307223144
16430	-0,00099110622967242025	16430	1,1134530107883365
16440	0,0041977781590253789	16440	1,1174522834266416
16450	-0,0092997306043931353	16450	1,1202059268021978
16460	-0,00032434471383315541	16460	1,132042646666761
16470	-0,003547504039207961	16470	1,0972925556658175
16480	-0,015946161878150476	16480	1,1052297065581513
16490	0,0068163133360927709	16490	1,095388140385156
16500	-0,0087488866570439514	16500	1,1017866685542264
16510	0,00046526799319906607	16510	1,1071130017446851
16520	0,0015238917386812673	16520	1,1189576341262912
16530	0,011777038952390751	16530	1,1248827434798783
16540	0,0049085922218677115	16540	1,1191641193091522
16550	0,0002101760165166109	16550	1,0948881980119773
16560	0,0038121156427560979	16560	1,1133178400035475
16570	0,0029213202935360312	16570	1,1144420392849823
16580	-0,013628296505556236	16580	1,1124746304555018
16590	-0,0070430190410543493	16590	1,1016817991081982
16600	0,007043077572842173	16600	1,0910087085176381
16610	0,016601854268542011	16610	1,0873288252831883
16620	0,010337963165108705	16620	1,10205108368827
16630	-3,8670861145300143E-05	16630	1,1085803931590943
16640	0,0047590488685721041	16640	1,1058988473630265
16650	0,0083111262631138227	16650	1,0987874616170414
16660	0,0055480355546155989	16660	1,1000761654873013
16670	0,0039624941183931351	16670	1,1059359398396698
16680	-0,01370643574983442	16680	1,1172989702094784
16690	9,9525167190169349E-05	16690	1,1128711531086009
16700	-0,0043259379884697732	16700	1,1179357509380929
16710	-0,0090514443331160266	16710	1,1188228884829732
16720	0,0048717393348294454	16720	1,1079054713760999
16730	-0,00043296206602001254	16730	1,1270559708557122
16740	0,015713192349420986	16740	1,0946377834689509
16750	0,0040667216777593995	16750	1,1001303799704145
16760	-0,0041270302488956925	16760	1,1000658231911713
16770	0,0068885605361217132	16770	1,1162279834850217
16780	-0,0084083380929029609	16780	1,1138454089938943
16790	-0,011427159211737292	16790	1,1096367070797142
16800	0,019068237133874951	16800	1,1081718199339432
16810	0,0041342997877340812	16810	1,1256591289934534
16820	-0,0079889933448142741	16820	1,0993226811183237
16830	-0,0066176632506483885	16830	1,0982245812075446
16840	-0,0036820536036141988	16840	1,1111613832556158
16850	-0,0088853488875950334	16850	1,116327091958532
16860	0,00053489433051121459	16860	1,1042904160230525
16870	0,0045493457590326421	16870	1,1096642967593104
16880	-0,016203908702472427	16880	1,1191668542079432
16890	-0,004072933591566145	16890	1,1058845422925379
16900	-0,00041532788458612077	16900	1,0950066200414788
16910	0,0042743368037770971	16910	1,1159014262298257
16920	0,017093803661060076	16920	1,0933619884660937
16930	-0,014063920775836526	16930	1,118736091988529
16940	0,0044499748096483681	16940	1,120951738491996
16950	0,0016308555821860971	16950	1,1210614701973976
16960	-0,015181501840196551	16960	1,1028317648849002
16970	-9,14892668694336E-05	16970	1,1067242152108472
16980	0,0055496897579863907	16980	1,114944495434288
16990	0,0017584723910976769	16990	1,1120513278120106
17000	-0,0041386981707357976	17000	1,1106288860227089
17010	-0,0041970210500726617	17010	1,1070848957248838
17020	-0,0051009486493684992	17020	1,1004301990511938
17030	-0,008981523650045304	17030	1,1229829671914244
17040	0,01190793323360775	17040	1,0952234449321576
17050	0,0019736845774277179	17050	1,0984103731054269
17060	-0,0059804847520065372	17060	1,1153124286826857
17070	0,0046278582277113154	17070	1,1015897071893182
17080	-0,0049511023244034275	17080	1,1066093158124866
17090	0,0022115178602740526	17090	1,116621632450219
17100	-0,013261166638878771	17100	1,118590588711357
17110	-0,0078148729634461341	17110	1,1163049505522924
17120	0,0044366798432221768	17120	1,1019850438986067
17130	0,0023784787853474913	17130	1,1109635402493161
17140	0,0059814367900578808	17140	1,1083988287138396
17150	-0,0056842875744325047	17150	1,1180839391908251
17160	-0,005454590495443252	17160	1,1009285042173449
17170	0,01085385714576402	17170	1,0970366953276913
17180	-0,0074005297275462033	17180	1,1258720388085555
17190	0,0035332269888263324	17190	1,1036516924168536
17200	0,0040744242549759979	17200	1,1013490983575995
17210	0,0035037517793472047	17210	1,1251574717658501
17220	-0,0033382042452874835	17220	1,1103312658514715
17230	-0,0069357557471657347	17230	1,1310164607213078
17240	0,0044899223453671562	17240	1,1033377950174519
17250	0,00079196324859682164	17250	1,1030488582376461
17260	-0,00560521135003684	17260	1,1084803961384375
17270	0,010357197311289226	17270	1,1052944592342588
17280	-0,0055599914946716676	17280	1,1010015691428807
17290	0,002159554711865705	17290	1,09283543783546
17300	0,0053974170807866151	17300	1,1136949504283584
17310	0,00029295838582983288	17310	1,1061429503366069
17320	0,0015354871500400937	17320	1,1119361300682067
17330	0,0011039147327707559	17330	1,1082936094868841
17340	-0,0022903424881395179	17340	1,1032414080790745
17350	-0,0020017320006861269	17350	1,1137639564920407
17360	0,0034489010861418127	17360	1,1084213319705136
17370	0,0067111036560403726	17370	1,1031845525903674
17380	-0,012467791646224561	17380	1,1152317341905931
17390	0,0094323651359240462	17390	1,1058548305924942
17400	-0,001466393738348656	17400	1,1142948511078983
17410	0,0077274316713790364	17410	1,117034100967732
17420	-0,00059413391692786637	17420	1,1231634747046677
17430	-0,002981945736544471	17430	1,1272233841422428
17440	0,0014339475968459584	17440	1,0961747144954763
17450	0,0080118798155584172	17450	1,1031721789347644
17460	0,0023486672793127921	17460	1,118861254079252
17470	-0,012759870137718333	17470	1,1026329701273143
17480	-0,014647501629218	17480	1,1153989138363514
17490	0,001834074637125542	17490	1,1104921766541609
17500	0,005415888061865313	17500	1,1064520566941194
17510	-0,011461908523406332	17510	1,1060659982532808
17520	-0,0030566626231535192	17520	1,1037308923883396
17530	-0,010722351110947102	17530	1,1146235417286157
17540	0,00010296945663927533	17540	1,115137416294401
17550	0,0019503744968085029	17550	1,1094454469166486
17560	0,0069925747525550466	17560	1,1171393717177489
17570	0,002016026635917093	17570	1,093681554815223
17580	-0,00694983494865786	17580	1,1071455312216789
17590	0,0054246867702825727	17590	1,1130155421736094
17600	0,0022113789765269157	17600	1,1242503198861862
17610	0,0045469363798950153	17610	1,1114551692556876
17620	-0,0025095819303469435	17620	1,113238235033458
17630	-0,014078230234747791	17630	1,1184697938939214
17640	0,000512327189713314	17640	1,0929039344593889
17650	0,0044432305707421986	17650	1,0904740207710275
17660	0,0069311256032438965	17660	1,1104991435883795
17670	0,008998281107351784	17670	1,101796907431335
17680	-0,017533661879412174	17680	1,1044159919230874
17690	0,0044572143818493457	17690	1,114026235632126
17700	0,0062123711842892847	17700	1,0962280147475632
17710	-0,00053801881499000986	17710	1,0925192549403537
17720	0,00019633659620632744	17720	1,1067903058853581
17730	-0,00411305220289656	17730	1,1054977184843429
17740	0,0034552856185698258	17740	1,1252816945214308
17750	0,00628229067419339	17750	1,0985259296861636
17760	-0,0018773571640142311	17760	1,1117282906289836
17770	0,00035520696145301096	17770	1,107693116749561
17780	-0,012986893543039691	17780	1,1183583384496088
17790	0,017985084005473148	17790	1,1125311012718522
17800	-0,00092759263199198379	17800	1,100080112752188
17810	0,00087890229900963344	17810	1,1081980454233
17820	-0,00044240200022014616	17820	1,1064135470460093
17830	-0,013761499456395697	17830	1,1162340885323578
17840	0,0097968299685145879	17840	1,1143561444237824
17850	0,0051814934269554351	17850	1,1032526354522283
17860	0,007943925984264643	17860	1,1151926529318001
17870	0,0082236023353149459	17870	1,0995713253907984
17880	-0,0043228090984510628	17880	1,1181322968021743
17890	0,021016911082242337	17890	1,1137961091214235
17900	0,0027826562296694871	17900	1,1114914606508237
17910	0,0050033579381761712	17910	1,1143460802250047
17920	0,002224104532387436	17920	1,0993106017714951
17930	-0,0042799049813877525	17930	1,1142477175306604
17940	0,0025906362874159559	17940	1,1127491659784783
17950	-0,010662622273095867	17950	1,0965871434744579
17960	0,0080947762510002828	17960	1,1058495709940894
17970	0,0061962965905783532	17970	1,1008728742036904
17980	-0,010820879489299676	17980	1,1192244079418676
17990	-0,0023707679467978018	17990	1,1087746794829514
18000	0,0042786989015855771	18000	1,1157217118599676
18010	0,0022680461055073525	18010	1,1018717511640512
18020	0,010257671820191876	18020	1,1035672223723241
18030	0,012747703933707742	18030	1,1114828932616347
18040	-0,012025570761721458	18040	1,117128446709982
18050	-0,0092810925979572509	18050	1,1145347079790233
18060	-0,0024187126148030708	18060	1,1032793915236443
18070	0,011078777996804755	18070	1,1086792285828067
18080	-0,0049227573771750818	18080	1,1098674228600474
18090	0,0059549952590974981	18090	1,1106678802651409
18100	-0,0080372083129603734	18100	1,1045701564967287
18110	0,0049215285765415824	18110	1,0981707179042408
18120	0,0022404362079289815	18120	1,1128902069107081
18130	-0,0070779754066965508	18130	1,1251550680387905
18140	0,0037559220538537505	18140	1,1007530298440063
18150	0,0049499052503837234	18150	1,1220889560587304
18160	0,0050619027503882395	18160	1,1176678185585622
18170	0,0049117899887907088	18170	1,1100765838862499
18180	0,00089554760234895751	18180	1,1270359304868458
18190	0,0096273606336146171	18190	1,0941984911375569
18200	-0,002932179538984872	18200	1,1002793478947215
18210	-0,0010286818803169268	18210	1,0984506899030164
18220	0,0069815152565015481	18220	1,1073684089948692
18230	-0,020510609916334251	18230	1,1076766055107861
18240	0,0028466260846553323	18240	1,0993927122764875
18250	0,013694306528105946	18250	1,1167412143323896
18260	-0,0015710071532216356	18260	1,0991498021349837
18270	0,006572004389102248	18270	1,1148636844260877
18280	-0,00891881570751701	18280	1,1110681525502841
18290	0,0040472813647591767	18290	1,1050153821651572
18300	-0,013860131754255784	18300	1,1177529497921348
18310	0,0073527500905607307	18310	1,10735130245558
18320	0,0053623880391274505	18320	1,1167311893528455
18330	-0,014785959584908786	18330	1,1086107819469495
18340	0,0061807081097257528	18340	1,124078125127542
18350	0,0053871265999055184	18350	1,1098542627689965
18360	0,00083300380958872388	18360	1,1077823005410155
18370	0,013657022731236352	18370	1,1244732716671606
18380	-0,022770163645254683	18380	1,1012915444325522
18390	0,0031337668435764006	18390	1,1032391460182505
18400	0,0047190516619016491	18400	1,112768461518064
18410	-0,00055455838641978714	18410	1,10823144053397
18420	0,00027033246801047459	18420	1,1027482745053514
18430	-0,010070573565491701	18430	1,1179686883130178
18440	0,016656602116331222	18440	1,100486586781726
18450	-0,0049632108240238778	18450	1,1074842794891673
18460	0,010405390225912343	18460	1,1088099578828659
18470	0,0045951866147275	18470	1,1085557111250055
18480	-0,011946737286550707	18480	1,1031992794610266
18490	0,0011605132112133074	18490	1,1084962908256688
18500	-0,023616402867782389	18500	1,1113250123052914
18510	-0,00752868125582079	18510	1,1092211615542078
18520	-0,014209986865462891	18520	1,1188050473452182
18530	-0,0080634764567030434	18530	1,1015514539479365
18540	-0,00582888153315275	18540	1,1076585069564751
18550	0,0005274267309871559	18550	1,105207002246547
18560	-0,002706463952147067	18560	1,112716447052355
18570	0,00557862813262569	18570	1,10776496068808
18580	-0,000460213025819584	18580	1,1004860585041079
18590	-0,0010003438619625642	18590	1,1007975543174142
18600	0,00463451829706971	18600	1,1003596337047754
18610	-0,0014409738906108248	18610	1,108469042208323
18620	-0,0092503451216400037	18620	1,109953388000186
18630	-0,013870411678211023	18630	1,1130968523266958
18640	-0,0033297125959707639	18640	1,0974463533366123
18650	-0,011498798397022166	18650	1,1208860737880293
18660	0,0013247852674989403	18660	1,1070019779441007
18670	-0,002660061954376998	18670	1,1205337332645748
18680	0,0074088385400350029	18680	1,1075314335068667
18690	0,010076438058753677	18690	1,115874763708874
18700	0,010921092683376998	18700	1,1175386234264184
18710	-0,0036071812836268808	18710	1,0985452784103083
18720	-0,013993813408359817	18720	1,0983786831650966
18730	-0,003078558283157264	18730	1,0950160048752189
18740	0,0052379505455015128	18740	1,1050038779254405
18750	-0,0010198137475593838	18750	1,1042565715825612
18760	-0,0092303162551231714	18760	1,1176571953061083
18770	-0,0088868289859878619	18770	1,1185931982965649
18780	0,014993600192914507	18780	1,1271867432408065
18790	0,010983856141585107	18790	1,1105638672247555
18800	0,016669121771923794	18800	1,1165126556865774
18810	0,0050495314691882936	18810	1,1064284949193766
18820	-0,0052660943084818952	18820	1,0992601491780272
18830	0,0040963940944430642	18830	1,1110440502816534
18840	0,0085840115603600144	18840	1,1078051712279668
18850	-0,0060477913724697376	18850	1,1028504794298282
18860	-0,0022606433794090789	18860	1,0940141723212646
18870	-0,010360747328449257	18870	1,1100881693912554
18880	-0,0054905019174049047	18880	1,1060429830288006
18890	0,0095075201627637541	18890	1,1032032010630519
18900	0,00051556033504089073	18900	1,1111375706434219
18910	0,00073738493697078221	18910	1,120189152537175
18920	0,0081203547179705786	18920	1,1136040137227048
18930	-0,0027339009579952535	18930	1,1177997831548807
18940	-0,0012155087209893725	18940	1,1120794586365592
18950	-0,0030907977279287812	18950	1,1112935372350108
18960	0,00230303274762851	18960	1,0998056879164277
18970	0,0016835450579485651	18970	1,1102949195254517
18980	-0,001668040644702419	18980	1,1097103465050513
18990	0,0053533898279576478	18990	1,1084864367177298
19000	-0,0036129717311711405	19000	1,1014685972776925
19010	0,0092064294284588555	19010	1,091167980602977
19020	0,0066772715755660846	19020	1,1085807801319503
19030	-0,0082124224188233983	19030	1,1074172249644789
19040	0,010766423639636192	19040	1,1060391409535859
19050	-0,0084114621830825281	19050	1,1073245143236907
19060	-0,011197241368594641	19060	1,1062286699520514
19070	0,0031286243175313497	19070	1,1064511694080379
19080	0,0012149153087425847	19080	1,124342067570443
19090	0,012924154120809899	19090	1,1056759521310204
19100	-0,0037016585982320455	19100	1,1049745504179411
19110	0,0082523943602010319	19110	1,0884021129088439
19120	-0,012381982434529348	19120	1,1078759897650494
19130	-0,0006009940936976424	19130	1,1068124865670004
19140	5,5537070059086042E-05	19140	1,10248263349844
19150	-0,0039000128858055526	19150	1,1337798255056149
19160	0,013959196046881096	19160	1,1133588973994053
19170	0,0070683514756471992	19170	1,1169574874596202
19180	-0,00099443656169681126	19180	1,1138316336433598
19190	0,0089835749433824479	19190	1,1001162426704063
19200	-0,0076018882503664214	19200	1,1071250156290418
19210	-0,0081595045306184638	19210	1,101213082220144
19220	0,014720514660034175	19220	1,0970839915421324
19230	-0,0098778274442086027	19230	1,1047131178482676
19240	-0,00461698603094856	19240	1,1200977614522114
19250	-0,010787377954991429	19250	1,1048201896916816
19260	-0,000693305409594196	19260	1,118771772529084
19270	0,0027225933933557422	19270	1,1082643364754907
19280	0,0036774471174345325	19280	1,1210423208600118
19290	0,00281426136066144	19290	1,1006430323535519
19300	0,0076473565698739823	19300	1,0964955423359457
19310	-0,00050884735282568413	19310	1,110253553377212
19320	-0,0025669881578778142	19320	1,1029224431879958
19330	-0,00841355955244558	19330	1,12015966191176
19340	0,0031812578629707958	19340	1,1242185138938408
19350	-0,0022707874995753744	19350	1,1059759798381503
19360	0,010499861854406649	19360	1,1138914504630006
19370	-0,0026465658593357046	19370	1,1145960497814356
19380	0,00354735071942847	19380	1,1317410406056006
19390	0,0060508605014065577	19390	1,0848432237913697
19400	-0,0082725913094307477	19400	1,1056014011913968
19410	-0,0007679116180490757	19410	1,1144963355334479
19420	-0,0029532801821848722	19420	1,1020711178733771
19430	-0,011693427273678654	19430	1,1206452792079042
19440	0,0090593615628185662	19440	1,1136035938236719
19450	-0,010156716930371592	19450	1,1201143703697312
19460	-0,0026805506810541491	19460	1,0914095609417966
19470	-0,0083061268971967341	19470	1,1221731648920519
19480	-0,001267238475133843	19480	1,1168584522436578
19490	-0,00035094576666958288	19490	1,1026744462783651
19500	0,0011381683412980833	19500	1,1092306839448411
19510	-0,0024946150914426594	19510	1,1151840259781281
19520	-0,0071926723597956835	19520	1,1012891351369543
19530	0,0030207793438660172	19530	1,1230336963491598
19540	0,0078453738818525676	19540	1,1046302807336916
19550	-0,0053568496225223187	19550	1,1070209072626964
19560	-0,0051956808777628791	19560	1,121421230118633
19570	0,0043374883043898376	19570	1,1069198729137395
19580	-0,013194211992262344	19580	1,1239017182255915
19590	0,003902434759713655	19590	1,1171975899006126
19600	-0,0052404126270800527	19600	1,1210516241032738
19610	0,005103991785638624	19610	1,1051624636192892
19620	-0,001841408994768805	19620	1,1141980706672083
19630	-0,0080220430062883374	19630	1,1035037349118104
19640	0,0079180542351167671	19640	1,1098148612667587
19650	0,0065189222366320949	19650	1,1115514427976232
19660	-0,0090486483211436215	19660	1,1261905441035596
19670	-0,016791786853810216	19670	1,118871575370473
19680	0,00014482277802843469	19680	1,1252708445078892
19690	0,011221763266522244	19690	1,1146035874430769
19700	0,0042348899067192252	19700	1,1097035958732933
19710	-0,0020638114741115621	19710	1,1018964645658333
19720	0,0027649755271737333	19720	1,1047809177039589
19730	-0,0016143523434253581	19730	1,1022745256918498
19740	-0,0039007363062501178	19740	1,1079706732986534
19750	-0,013222877195804644	19750	1,097338254107961
19760	-6,8599715298802054E-05	19760	1,1127549946996691
19770	-0,00069467194371762889	19770	1,1117348023877922
19780	-0,0025230324725321915	19780	1,1137052857133865
19790	0,0017549835365137632	19790	1,113014094552585
19800	0,00904509836814008	19800	1,112955379076126
19810	-0,0077854975952002786	19810	1,1154964086587764
19820	-0,00907584561414528	19820	1,1043500498453343
19830	-0,000220644932577667	19830	1,1080900318829383
19840	0,015396831399027961	19840	1,1136224920515099
19850	-0,013070219338455428	19850	1,115970736969083
19860	0,0018999746058169609	19860	1,1014594423129522
19870	0,0046616498649265153	19870	1,1102229859746364
19880	-0,0011798841366611706	19880	1,0858657693623408
19890	-0,00023959360317642419	19890	1,0928610450417671
19900	-0,0058032024430523009	19900	1,0783034646236702
19910	0,017518877159895481	19910	1,0639537672959125
19920	0,005964002341753768	19920	1,0582671536890376
19930	-0,0047902858029352366	19930	1,0212348255749533
19940	0,0027161978116785456	19940	0,97098554545802784
19950	-0,0068510620135608631	19950	0,9272255607242067
19960	0,0025341058813267612	19960	0,87513320741897394
19970	-0,0002632320429808781	19970	0,81821709877219562
19980	0,0054343042863890271	19980	0,73629630536215551
19990	0,010529225892740895	19990	0,68106455566654867
20000	0,0045419231003791605	20000	0,61345426855726937
20010	0,016816695753598006	20010	0,53815273698334931
20020	0,015416735746952594	20020	0,49043156325470094
20030	0,0018970797191785944	20030	0,4164874375588607
20040	0,012274214806380376	20040	0,3597318737797956
20050	-0,014105318658119107	20050	0,30560435047125611
20060	0,015942157403059577	20060	0,244596030104515
20070	0,003159943355847971	20070	0,18834716254178405
20080	0,0024667996441145607	20080	0,15446304725425983
20090	0,0055001922723774922	20090	0,11761110267944049
20100	-0,00519980879875638	20100	0,07302881131084038
20110	0,017039122964877886	20110	0,04946629213402462
20120	0,0091311841357408063	20120	0,03503000376187982
20130	0,00065597664964431909	20130	0,0483360965421683
20140	-0,0012961603871550231	20140	0,028850660899788973
20150	0,00717419365973239	20150	0,035203325611559963
20160	0,013306325685998861	20160	0,027261317233567596
20170	0,0007812922442933843	20170	0,023140949810384774
20180	-0,00055678250845839564	20180	0,039157546639098283
20190	-0,0063305629951951334	20190	0,014051742591787935
20200	-0,0057715779118388977	20200	0,0062613976424726672
20210	-0,0012694571569075938	20210	0,019550144289509519
20220	0,001023847985888559	20220	-0,0071257821549899139
20230	-0,00087124543491308817	20230	0,0157334681848153
20240	-0,0007178021753397769	20240	0,0029283101350934797
20250	-0,006809134099590902	20250	-0,024553201240437975
20260	0,010177895171741079	20260	0,00075991061361813214
20270	-0,0085501469967499653	20270	0,0044995306166525084
20280	0,011577843091949045	20280	-0,0078433805409127873
20290	-0,0014015836665799109	20290	-0,00161741794531174
20300	-0,021846571791891697	20300	-0,003554890629491526
20310	0,00076931339338736835	20310	0,0076868624293812277
20320	-0,013972201549488274	20320	0,017423260490140251
20330	-0,0026711260674502977	20330	-0,0061345788006773854
20340	0,009422844784182734	20340	0,0074880414786633182
20350	-0,0053163247437507839	20350	-0,0089824326847823283
20360	0,014197769346859072	20360	-0,0074472200349051387
20370	0,0084692840275192981	20370	-0,0050203938520678457
20380	-0,006414086279594714	20380	-0,0085422562074020172
20390	-0,0059279035721556805	20390	0,0033504495286390767
20400	-0,00054401999872593916	20400	-0,000901153094935819
20410	0,012477533734081931	20410	0,00066959752863102683
20420	-0,010921663206779899	20420	-0,0080937736783732415
20430	0,0075184109902590749	20430	-0,0035355823799831797
20440	0,0033060059603236872	20440	0,0020250177609167572
20450	0,0023123270728464653	20450	-0,0060219574571349944
20460	-0,0034158819019000416	20460	0,0014351356328714806
20470	-0,016964103080666475	20470	0,014078263125190902
20480	-0,0027933314075400495	20480	-0,012250756329731884
20490	0,012736626257459686	20490	-0,0061995150706714488
20500	-0,0015393600819359299	20500	0,0079191727610850322
20510	0,01145285558698987	20510	0,0027145621709775952
20520	-0,009295525833936804	20520	-0,019832687137265423
20530	0,0067835447014459186	20530	-0,00077582662850529259
20540	-0,0020984109086650462	20540	-0,0034944695825484431
20550	-0,00506018898015036	20550	0,0038698179981336419
20560	0,010143614157072666	20560	0,0048457768938784456
20570	-0,010142921381414007	20570	-0,0069125786515280381
20580	0,0038310636479337557	20580	0,0070565712307833223
20590	0,000816872465090969	20590	0,016229973157822063
20600	-0,0060887780815307869	20600	0,0026313262549393212
20610	0,0016322704427849358	20610	0,010400469709254043
20620	0,00097316229788179461	20620	-0,00038111663966364906
20630	-0,012499086680351669	20630	-0,0063379377915099028
20640	-0,0080767705325630115	20640	-0,0042235353134201055
20650	-0,0063875720401238871	20650	-0,0048242691567592809
20660	0,027056071674296855	20660	-0,018298301399328764
20670	0,0029979993118402176	20670	0,0051274261847509125
20680	0,00978230300786488	20680	0,0084275955993033912
20690	-0,014574725003150723	20690	0,00038256187730504747
20700	-0,0085313894738819947	20700	0,0073219775362442091
20710	0,018493338661792941	20710	-0,0069787563637861939
20720	0,00030645418712812154	20720	0,014412248659329345
20730	-0,00023092144012196536	20730	-0,0034097099293616067
20740	0,012535001197537463	20740	0,01013199647323387
20750	-0,003073245911513243	20750	-0,0039671771225016387
20760	-0,0052323085329987491	20760	0,00044122131613931888
20770	-0,0038509420025598074	20770	-0,0026708676658702018
20780	-0,0059446802653815812	20780	0,0038042978301943285
20790	0,008594572080045413	20790	-0,0066883198363441162
20800	-4,0911461472418826E-05	20800	-0,0016839905180263866
20810	-0,0086514164770070384	20810	0,0025142747848231192
20820	-0,011546805559527872	20820	0,0022648866093414027
20830	-0,00064946441599211693	20830	0,0025887822144899874
20840	0,013500866846601654	20840	-0,0012986193444709593
20850	0,0044190994991431774	20850	-0,0044122848128070507
20860	0,00418185613804186	20860	-0,0015069367900019249
20870	-0,011639350613707864	20870	-0,011720187748272095
20880	0,00449471245209203	20880	-0,010033875633085486
20890	-0,00053776710235574549	20890	0,007497277954166626
20900	0,004435889891092901	20900	0,0012613893980961378
20910	0,0083284627061883977	20910	-0,011944998400492858
20920	-0,0064213448920723481	20920	-0,0022197025940190562
20930	0,020324190423385343	20930	0,003368066949369153
20940	0,014515269167785673	20940	0,0031767911721646194
20950	-0,011981932831076219	20950	0,00323389611397176
20960	-0,00028632349250495138	20960	0,002187695742991878
20970	-0,014324063518476595	20970	-0,0053184864964719606
20980	-3,4250636350700343E-05	20980	0,0028550431538037048
20990	-0,004106371683153971	20990	0,01106462865794325
21000	0,0051474847156829035	21000	0,005780598734585269
21010	-0,0045699154701221122	21010	-0,0064570070124575565
21020	0,0052197252624280495	21020	0,0030622052651780038
21030	-0,0068496842953225086	21030	-0,0069513187384731053
21040	0,00067744097896207554	21040	-0,0066337408771178609
21050	-0,011581326859045242	21050	-0,00011325245690091521
21060	0,0068364226672285441	21060	-0,01507629950949761
21070	0,004643673399058185	21070	0,00040523191616104415
21080	0,011648307232691979	21080	0,016020453202981927
21090	0,0058192030501513026	21090	-0,0032159105433898568
21100	0,0075642353330993579	21100	-0,0047149342964713254
21110	0,0040459933299351082	21110	0,00077036541852851693
21120	-0,014611523031557739	21120	0,0041752351216674966
21130	-0,0024666853573792691	21130	0,0031089283950637811
21140	0,0048958635833729613	21140	-0,011138742003430648
21150	0,0063753512594177933	21150	0,0040621714992437243
21160	-0,0011927227549450544	21160	-5,2661707250960646E-05
21170	-0,0050094829206465781	21170	-0,0048030455588284693
21180	0,0055285497616402619	21180	-3,8566926823617138E-05
21190	0,0026193802233961242	21190	-0,0076423466175210321
21200	0,0047449852607378985	21200	0,00014566248139465983
21210	0,0033689266134452407	21210	0,01599787339105865
21220	-0,001720397619952915	21220	0,0045475530299056788
21230	0,0047227858803018117	21230	-0,014159127686062119
21240	-0,0053379556429571364	21240	-0,0084913569847343742
21250	-0,012918058087127673	21250	-0,0038012765709688812
21260	-0,0047797454763434978	21260	0,0073908492690661519
21270	-0,0024526826477038305	21270	-0,002230409580263415
21280	-0,0036294499150102228	21280	-0,0093074640037587725
21290	0,0020183328180177051	21290	0,011884346489550616
21300	-0,0037349163894391806	21300	0,01210024510790652
21310	-2,3986442550151724E-05	21310	0,0033276709714599724
21320	0,0017403438211948347	21320	-0,0018268484739791088
21330	0,018011137802183861	21330	0,0052035868691130485
21340	-0,0023109613862984184	21340	0,0014435594994359196
21350	0,0029892510062353144	21350	-0,00086913321062952209
21360	0,0043869273763185446	21360	0,0015663077360656861
21370	-0,0077472707489207168	21370	-0,013009128491492456
21380	0,011821172696353846	21380	-0,0080786194303666282
21390	0,0014028630619099724	21390	-0,003009478342270144
21400	0,0058803771028641755	21400	-0,0019535242867516588
21410	0,000547105846142164	21410	-0,0079027175813240133
21420	-0,0053423045256261572	21420	0,0048512860150664618
21430	-0,007255015361870557	21430	0,0028990226958505228
21440	-0,0010011696564817415	21440	0,018415914161683426
21450	0,0085060182527173685	21450	-0,00028059092591231144
21460	0,012263736991311749	21460	-0,0064839271925703872
21470	0,0016872810048030149	21470	0,0020722531817151104
21480	0,0032436659690103058	21480	-0,004622286540820239
21490	-0,0029442256965698838	21490	0,0010080799996620949
21500	0,0012472266212532552	21500	0,0084822857081150137
21510	0,0032938234652535939	21510	-0,01589032380481405
21520	-0,0068797055249544669	21520	0,0043951715203344385
21530	-0,00038009567236984405	21530	0,0053306085331335231
21540	-0,0049947884747160477	21540	-0,0011860579562788258
21550	0,0056949372318645941	21550	0,012189447561084948
21560	0,0080260272013197628	21560	-0,014170390677440088
21570	-0,013620292545429432	21570	0,0012958198830064441
21580	0,013292725400340129	21580	0,0011432598222003406
21590	0,0072240235933973291	21590	0,0085476198617533035
21600	-0,0012950900679153802	21600	0,0030557195233673015
21610	-0,0031519080433273106	21610	-0,00691983946098625
21620	-0,00708152104242437	21620	0,011856648940949944
21630	0,0076910146498401048	21630	-0,0028949140225077376
21640	-0,0029426112870849139	21640	-0,0039497692501479619
21650	-0,006103904327352771	21650	0,011508337363661744
21660	0,00022538605143506863	21660	-0,0026608693826099044
