Name	YT Scope Project	
File	C:\Users\Administrator\Documents\TcXaeShell\TwinCAT_260713\ScopeLog\2026-08-20_Scope_1000mms_B.csv	
1290	-0,02927509243911983	1290	1,1139527354000454
1300	-0,017433382283168077	1300	1,1057383243205372
1310	-0,0074784284517123972	1310	1,1092203537901839
1320	-0,022322975218600098	1320	1,1165751942134043
1330	-0,00750411636102174	1330	1,1105373728504897
1340	-0,026572332415680494	1340	1,1127624464472026
1350	-0,007280304885814823	1350	1,1064246043420765
1360	-0,011137338642274605	1360	1,1185101911275821
1370	-0,01547700918022253	1370	1,1190189974158333
1380	-0,012751302408588858	1380	1,102380019955701
1390	-0,026947487860665052	1390	1,1138012304516474
1400	-0,012324244307598882	1400	1,0904076140024923
1410	-0,00902448341505533	1410	1,1257575506642799
1420	-0,007652232150447952	1420	1,1100445028430144
1430	7,4018389752146662E-05	1430	1,0999086449933955
1440	-0,01672472257163048	1440	1,10136020264382
1450	-0,010876570534473518	1450	1,0911227650427706
1460	-0,0012012854415691041	1460	1,1000563518219386
1470	-0,018050569790843345	1470	1,1116287609189763
1480	0,00062631038103576082	1480	1,1115492066941914
1490	-0,023989971370402756	1490	1,1264016067372362
1500	-0,026662540952130952	1500	1,1082616628819724
1510	-0,027337874824264582	1510	1,0884847684286372
1520	-0,019424579573933225	1520	1,1020330903889328
1530	-0,0086380198506725275	1530	1,0992600431400275
1540	-0,018325532065155654	1540	1,1166347668419361
1550	0,0042068475760529056	1550	1,1062495683885223
1560	-0,030674209719072872	1560	1,1210066976400246
1570	-0,010427460886514332	1570	1,1170515132040906
1580	-0,0064102109468115237	1580	1,1185974237873981
1590	-0,025786779109737885	1590	1,1024444271851415
1600	-0,011270945251005757	1600	1,1212790195425262
1610	-0,013854968717717759	1610	1,1024276477395707
1620	-0,014368108282937263	1620	1,1152082004671917
1630	-0,00755437775661655	1630	1,1151332963892002
1640	-0,018956514198970292	1640	1,1136322311405773
1650	-0,016733129543465931	1650	1,1024793695835586
1660	-0,023603626210148238	1660	1,1081133484712853
1670	-0,020893406357394752	1670	1,1122339240364554
1680	-0,00052209366882600527	1680	1,1074289888213982
1690	-0,028037981321512345	1690	1,1206301719669261
1700	-0,0097682248174132229	1700	1,1079967276505041
1710	-0,014381256288691613	1710	1,1047358836135968
1720	-0,026169876175529946	1720	1,108224159326779
1730	-0,011307087859614285	1730	1,0968198008002843
1740	-0,020791639281352411	1740	1,1116833244670068
1750	-0,010246108042890096	1750	1,1155560526661412
1760	-0,012380796537446254	1760	1,1104483918262269
1770	-0,013814369091287282	1770	1,0847351707463515
1780	-0,0098981017177531931	1780	1,1017499402310553
1790	-0,027459514514489372	1790	1,1130938813907654
1800	-0,0037160535427274732	1800	1,1025506762576591
1810	-0,014495139821045423	1810	1,1067914008874062
1820	-0,012284391617268206	1820	1,1031008814184009
1830	-0,0040816447000993654	1830	1,1095728279971735
1840	-0,031056431687960819	1840	1,11892877593709
1850	-0,019582228922977681	1850	1,0995141370940826
1860	-0,0058217928540688071	1860	1,1073945665435041
1870	-0,013627117244871631	1870	1,1029522096632993
1880	-0,00286700008729152	1880	1,1119946125436864
1890	-0,0089013686217621311	1890	1,1268278123615707
1900	0,0041745105115897525	1900	1,1095226672202772
1910	-0,021849902505651445	1910	1,1166872314524552
1920	-0,02685916305202873	1920	1,0991102538352515
1930	-0,0059888293772164215	1930	1,1143480481495889
1940	-0,018387955043005031	1940	1,1063736095204901
1950	-0,013860367437566976	1950	1,1049172187970549
1960	-0,019032048670826557	1960	1,1067130050421352
1970	-0,022673511352968835	1970	1,0970135479752621
1980	-0,0038106465244782924	1980	1,1185576450489028
1990	-0,019382653714000157	1990	1,114263435973698
2000	-0,0087714830752309136	2000	1,1091743886466807
2010	-0,027124851475796432	2010	1,1051540091985013
2020	-0,012755006002027988	2020	1,1170498091358598
2030	-0,0029771657702773466	2030	1,101787213708961
2040	0,0029929330074561643	2040	1,1182440308528878
2050	-0,017303135120432162	2050	1,114356716193202
2060	-0,021669721276026895	2060	1,1086791855931293
2070	-0,020415888807321071	2070	1,1046070727461566
2080	-0,0031082116538372309	2080	1,1220398196614461
2090	-0,021217716195734936	2090	1,1004574221846282
2100	-0,018885899407023891	2100	1,1052973439927694
2110	-0,017096091237366603	2110	1,1103064373948479
2120	-0,024492743313540982	2120	1,1029944874812512
2130	-0,017350077905245752	2130	1,0999228717726191
2140	-0,032506700148418756	2140	1,107608549296752
2150	-0,01561253294479608	2150	1,0982719375774799
2160	-0,0097456557536727655	2160	1,1279790913261345
2170	-0,0083664303399156054	2170	1,1163219557814248
2180	-0,013715490848593304	2180	1,1048401403805315
2190	-0,017801926590072154	2190	1,1181427233760513
2200	-0,010662676029649661	2200	1,1165346210902314
2210	-0,016574805605887744	2210	1,1098687485710324
2220	-0,0173399870584645	2220	1,1261187682666867
2230	-0,018753353468645009	2230	1,1037843289281213
2240	-0,025347949497451533	2240	1,1099762212706457
2250	0,0011920853180526392	2250	1,1185194394731708
2260	-0,026736831767104074	2260	1,1163323646892038
2270	-0,01657336507437928	2270	1,1208777100895122
2280	-0,0023383264478629559	2280	1,1102672791015078
2290	-0,020888556914548956	2290	1,0961252639840218
2300	0,0071961566340028767	2300	1,1153042497766363
2310	-0,0046613040245538917	2310	1,103805948639065
2320	-0,025838976366844384	2320	1,1074762177937969
2330	-0,012087154043724924	2330	1,1002904806527567
2340	-0,010948960284041284	2340	1,1062103697415013
2350	7,3561866938162083E-05	2350	1,0946731589524696
2360	-0,0441419753588354	2360	1,1123483019949323
2370	-0,0097065993579919033	2370	1,1041941993644993
2380	-0,0025506339648252094	2380	1,1021467971049028
2390	-0,023795443458940354	2390	1,1148929369308944
2400	-0,011484114386687403	2400	1,0996761314898049
2410	-0,013189960469679947	2410	1,1069223646665287
2420	-0,0088535946441518718	2420	1,113549063135044
2430	-0,0049952047357018107	2430	1,1084873572714475
2440	-0,021231391204374363	2440	1,1081772298061916
2450	-0,00803304995604667	2450	1,1015937250128511
2460	-0,015208575602002675	2460	1,112219564156085
2470	-0,02157558970740843	2470	1,1096851616613508
2480	-0,018833975611358571	2480	1,1232221670686249
2490	-0,031716634512666549	2490	1,1135922380454868
2500	-0,0092144747089591347	2500	1,1161763732335746
2510	-0,011846281413758576	2510	1,1109226797760028
2520	-0,011226776986665892	2520	1,1221852096998792
2530	-0,012416771608213133	2530	1,0997877436529575
2540	-0,02083506819928	2540	1,1120553402851563
2550	-0,0053470144336357391	2550	1,1060750451133861
2560	-0,017374819420580865	2560	1,1230259637458941
2570	-0,011930885997028068	2570	1,1228446017814677
2580	-0,010718131375071504	2580	1,1198725086218777
2590	-0,026734417201220349	2590	1,0944485643546678
2600	-0,032621992393825079	2600	1,0976434537116748
2610	-0,012631227596979525	2610	1,1054532224194711
2620	-0,012531425447854239	2620	1,1006430382205978
2630	-0,023916955851555306	2630	1,104951984910395
2640	-0,017096684773249014	2640	1,133243273032176
2650	-0,016062184902233462	2650	1,1218831358842676
2660	-0,016293063729330138	2660	1,1129863892980652
2670	-0,017284985425146792	2670	1,108195997864768
2680	-0,012679671494780949	2680	1,0999116952251418
2690	-0,010987766244061498	2690	1,1140375208586082
2700	-0,0078062312608083119	2700	1,0945325597874218
2710	-0,013415922833229814	2710	1,1099636909936035
2720	-0,029602030240603934	2720	1,11420079106156
2730	-0,0051221954114868667	2730	1,1047982638618596
2740	-0,026007905043190359	2740	1,1293353565322928
2750	-0,0024563147471283074	2750	1,1038279450641453
2760	-0,021644614496427093	2760	1,1103355219324715
2770	-0,0094577442111371	2770	1,1010077611942388
2780	-0,021355768979957016	2780	1,1210345416653194
2790	-0,01263922023352026	2790	1,1129174668734136
2800	-0,0079070465115071119	2800	1,0998930055250755
2810	-0,018074848294179831	2810	1,1176677569240636
2820	-0,00027097134189538782	2820	1,1077356568916772
2830	-0,0080525673526433989	2830	1,1096109300910295
2840	-0,023572900504257911	2840	1,11402528959013
2850	-0,01820901295451903	2850	1,1100386467098951
2860	-0,024297519337120255	2860	1,1026480742940961
2870	-0,0070831635449105689	2870	1,0985318700534283
2880	-0,0085122221338347591	2880	1,0917744257842117
2890	-0,022687232950562512	2890	1,1093127703194348
2900	-0,0016163164647254188	2900	1,1078666510164312
2910	-0,019220766357999443	2910	1,1074923498397371
2920	-0,0046549527061658449	2920	1,1169553605320881
2930	-0,012027486826643112	2930	1,1119032940755051
2940	-0,019255556955253234	2940	1,0960985184669658
2950	-0,0040262494005753168	2950	1,105020726585793
2960	-0,026113196957284916	2960	1,1051915410721669
2970	-0,018717952566216403	2970	1,1177192271185292
2980	-0,028194084296457932	2980	1,1210158766752174
2990	-0,01579729783543125	2990	1,1111452676316402
3000	-0,010913792078254143	3000	1,101765876093586
3010	-0,0081040285549702912	3010	1,1089936034048915
3020	-0,0015946693958736144	3020	1,1125570573172272
3030	-0,026105447589846578	3030	1,0977808650557475
3040	-0,016447795363143763	3040	1,1139923893131905
3050	-0,019678693721620594	3050	1,1073293456021383
3060	-0,023952776321685017	3060	1,1008979072147305
3070	-0,022330330588199415	3070	1,1105429863811216
3080	-0,0065348216632417945	3080	1,1059213610176335
3090	-0,015457142200119511	3090	1,1091137742866801
3100	-0,0039631220016655656	3100	1,1108162763903997
3110	-0,0066626075783206545	3110	1,1106353526455632
3120	-0,009641054433884912	3120	1,097967873092178
3130	-0,020252549634301713	3130	1,1101248304383835
3140	-0,0177817706403307	3140	1,105661473513905
3150	-0,010284679700433405	3150	1,1084282580520868
3160	-0,022288726824993589	3160	1,0990802609108703
3170	-0,022653810491023527	3170	1,1055928786031319
3180	-0,016634528591533783	3180	1,1104261449423423
3190	-0,026089301709309117	3190	1,1266632112696642
3200	-0,020216624516171768	3200	1,100772110483871
3210	-0,013798577987800305	3210	1,1009842872670941
3220	0,0042097006307513056	3220	1,0950989146506118
3230	-0,014711530225682865	3230	1,1025266459858445
3240	-0,0091056368863213413	3240	1,1067604869763983
3250	-0,010258031567646847	3250	1,1062061361308058
3260	-0,0028626132560782345	3260	1,1165695996836607
3270	-0,0064621846469657294	3270	1,1058928462956543
3280	-0,013010442905236262	3280	1,1079770080477456
3290	-0,021390820860730287	3290	1,117636622018922
3300	-0,013153073011652255	3300	1,1018503539118141
3310	-0,038968770910542849	3310	1,1240705041516323
3320	-0,019095739206171067	3320	1,1022013848077603
3330	-0,020267852087086098	3330	1,1142006128896578
3340	-0,016107498676605516	3340	1,0948411740840363
3350	-0,0168047906066011	3350	1,1188464745858
3360	-0,022861894453646534	3360	1,1164888537116453
3370	0,013484244223464122	3370	1,0919415212176216
3380	-0,012871351744569879	3380	1,0941427095338634
3390	-0,021254752163379197	3390	1,1107116807189257
3400	-0,018642525845200594	3400	1,1130701110446266
3410	-0,011447270763831429	3410	1,1119790510509542
3420	-0,013252335404781218	3420	1,123421357646702
3430	-0,014925763058391625	3430	1,1208977960002384
3440	-0,0068450447772385875	3440	1,1161927950632331
3450	-0,014858386302890747	3450	1,1040084461115174
3460	-0,023512788149583238	3460	1,1194495807912663
3470	-0,00805075386442565	3470	1,1080071692777092
3480	-0,013403041838948629	3480	1,1012731679862584
3490	-0,010115009829886688	3490	1,1068808455738801
3500	-0,006386236996445872	3500	1,0927951447785811
3510	-0,008645872491181773	3510	1,1082555363841253
3520	-0,0029267023702117608	3520	1,1125849833507804
3530	-0,011444196309257628	3530	1,1062208061690524
3540	-0,030200872065347582	3540	1,1153696398188515
3550	-0,0035112278416399179	3550	1,0945931009028411
3560	-0,023138746591424786	3560	1,1015625618212561
3570	-0,0029334774694602427	3570	1,112152506067881
3580	-0,027232909101232348	3580	1,1040670222882567
3590	-0,014151097656989556	3590	1,1110077411690607
3600	-0,0011088291880388763	3600	1,1106244756985917
3610	-0,015611762351044682	3610	1,1130138127267988
3620	-0,011234769020168645	3620	1,1106075442595582
3630	-0,021649473730859903	3630	1,1124339481691075
3640	-0,020110650594486929	3640	1,0988811206559999
3650	-0,0091408019924393378	3650	1,097163605771073
3660	-0,021724514076413435	3660	1,11186882358856
3670	-0,025660358932459177	3670	1,1064976971381837
3680	-0,0024115788735431217	3680	1,1184389258603398
3690	-0,01076386376881344	3690	1,1018618971610334
3700	-0,0044347982946589008	3700	1,1054852680755898
3710	-0,02589181602858771	3710	1,1228728485004118
3720	-0,011269308526375624	3720	1,1130292690935624
3730	-0,016886668946777962	3730	1,1057920135388935
3740	-0,013840844135921789	3740	1,109670381914555
3750	-0,0023947081810220434	3750	1,0977037673303862
3760	-0,018351301909052362	3760	1,1169748698333264
3770	-0,018999921631557046	3770	1,1037355495540737
3780	-0,019835941139809625	3780	1,1083640228764546
3790	-0,01732411124816436	3790	1,1174945590224055
3800	-0,0013918980233494018	3800	1,1101625920141225
3810	-0,022480420755201402	3810	1,1124784615357291
3820	-0,0064200736622154952	3820	1,1160395612597196
3830	-0,0069006824024451571	3830	1,1008895810017096
3840	-0,017344825117748937	3840	1,1012664607754703
3850	-0,017936152518459991	3850	1,125283297425316
3860	-0,025425705685298054	3860	1,0994066551150927
3870	-0,018356507021809954	3870	1,1162452593666241
3880	-0,018244670526114445	3880	1,1171289230613086
3890	-0,012320164477521942	3890	1,108198085160319
3900	-0,0043162119337468172	3900	1,1018252575954988
3910	-0,0040836930516891393	3910	1,1070990938276928
3920	-0,018405997803195649	3920	1,10727861660731
3930	-0,017312143467841178	3930	1,1113553211295815
3940	-0,0046284942105970766	3940	1,1107376162613474
3950	-0,0083423460082407679	3950	1,0971121637536119
3960	-0,025759921668002953	3960	1,113292506918796
3970	-0,0060493741672834143	3970	1,1163308481333161
3980	-0,015074192329253841	3980	1,1128459101440684
3990	-0,017439535918730757	3990	1,0966440675681737
4000	-0,013768915033601616	4000	1,1088101736811329
4010	-0,019874331924748544	4010	1,1129589697999733
4020	-0,00302504928087205	4020	1,0992960719484106
4030	-0,012944511370095587	4030	1,1144356619065852
4040	-0,028056957655584421	4040	1,1125030056642731
4050	-0,010699916704177411	4050	1,1276998366949675
4060	-0,0012199244215256072	4060	1,1039590575704592
4070	-0,016238435046752372	4070	1,1080200266884044
4080	-0,012824360198534538	4080	1,1216430757687617
4090	-0,0033773271323459149	4090	1,1113945936845002
4100	-0,018258451322256713	4100	1,0958576803632796
4110	-0,0070359341576818881	4110	1,0958363554584594
4120	-0,02361686521453853	4120	1,1185372020601905
4130	-0,019931353440458415	4130	1,1216396442621583
4140	-0,015693980135989809	4140	1,1239697914844957
4150	-0,0060173941861884454	4150	1,0993150749604128
4160	-0,024628316829889543	4160	1,1084848532763947
4170	-0,016081403586951662	4170	1,1054406519354354
4180	-0,0080632547840676812	4180	1,1034211414027422
4190	-0,019732996508389191	4190	1,1231547446847676
4200	0,0039737345366744406	4200	1,0998755794685691
4210	-0,010213810461864979	4210	1,1122342157365541
4220	-0,010416126109608879	4220	1,1093732232076234
4230	-0,027788463217199758	4230	1,1170139864233113
4240	-0,026950247845929014	4240	1,1092231698054165
4250	-0,015447405450535792	4250	1,111408460570029
4260	-0,013307099281072824	4260	1,1047691647684368
4270	-0,0054547538335964468	4270	1,1073597568371412
4280	-0,020707579737587665	4280	1,1128779643598135
4290	-0,014156425958117913	4290	1,1074644047545827
4300	-0,026496495667248827	4300	1,1098433645006463
4310	-0,02959452854888547	4310	1,1115709937991953
4320	0,0035599095051556408	4320	1,1130636567394832
4330	-0,01496284699203289	4330	1,1191113833284057
4340	-0,019660753320134772	4340	1,123480892587353
4350	-0,013273772120516711	4350	1,1052957571155342
4360	-0,027875559185545559	4360	1,1006350874754394
4370	-0,0020675160030878869	4370	1,1082606418351706
4380	-0,011463122344627668	4380	1,0952147265281937
4390	-0,019465818162576063	4390	1,1063399657889903
4400	-0,00772034258639509	4400	1,110467622166077
4410	-0,019496144955619583	4410	1,1164317121754976
4420	-0,021974651549267143	4420	1,1027940726328787
4430	-0,0025627234064669979	4430	1,1085751016326069
4440	-0,016772863499782076	4440	1,1102012978323745
4450	-0,01187991757794361	4450	1,1081239222080355
4460	-0,017783670251610872	4460	1,1056039498055539
4470	-0,0087765720458746251	4470	1,099352563048535
4480	0,0029177052319357142	4480	1,0938622033916221
4490	-0,0031023687834767504	4490	1,1204051970893951
4500	-0,020774469277051868	4500	1,1173442567596137
4510	-0,019794914772347266	4510	1,1065962149733322
4520	-0,018285590024412029	4520	1,1101654825452509
4530	-0,025160918777537348	4530	1,1035005547222709
4540	-0,019168865034764639	4540	1,1107022566042109
4550	0,0043744953460855378	4550	1,0974248561550644
4560	-0,021161699740299415	4560	1,1110994650531541
4570	-0,0056286261893350271	4570	1,1195579659111092
4580	-0,012238620567406747	4580	1,1156554966531369
4590	-0,025687435612919592	4590	1,1042161056318132
4600	-0,0113920229399129	4600	1,0998745845370705
4610	-0,022519230188059007	4610	1,1117715457988331
4620	-0,010432272889957442	4620	1,1195160584111974
4630	-0,013555719475413418	4630	1,1062499424408041
4640	-0,0063795750088854819	4640	1,1176878119785287
4650	0,0016983563460205679	4650	1,0952080207946544
4660	-0,023283793002638227	4660	1,10305477916982
4670	-0,019264964194685395	4670	1,0991845417829262
4680	-0,011704841771507471	4680	1,11632826573842
4690	-0,020336117828192866	4690	1,1168186708537868
4700	-0,0012574015403953281	4700	1,11695887215188
4710	-0,018213604813109772	4710	1,1268475675711931
4720	-0,01751308523306826	4720	1,1136924511557245
4730	-0,013728892085767559	4730	1,1021743349585655
4740	-0,01328446722537055	4740	1,1065933300643962
4750	-0,0058067907361867583	4750	1,1055178913396568
4760	-0,02340277049811372	4760	1,108738453006523
4770	-0,0057987923987116033	4770	1,112457077801096
4780	-0,018775412849715498	4780	1,0997633828227371
4790	-0,016030730042149204	4790	1,120118925185202
4800	-0,0095060165298529713	4800	1,1262327542316886
4810	-0,015707538211728322	4810	1,1134133074445654
4820	-0,013823341828011794	4820	1,0990709999616035
4830	-0,018331571130850946	4830	1,1104537692888556
4840	-0,0064387714718218336	4840	1,1067242342165125
4850	0,00550398220838576	4850	1,0962674798811876
4860	-0,028391096261875779	4860	1,1220724652510781
4870	-0,0014931117604143568	4870	1,1055305046181747
4880	-0,014369932986557513	4880	1,1100715005371762
4890	-0,018509804869930049	4890	1,1074048914543726
4900	-0,026250226191699706	4900	1,1084946557791913
4910	-0,019263110726456829	4910	1,1112985650445435
4920	-0,00988425504939515	4920	1,1059847717272471
4930	-0,015204313151718968	4930	1,0934324829489615
4940	-0,0071589676482281565	4940	1,105673821274481
4950	-0,017585563732397398	4950	1,1041183841182192
4960	-0,019515965117256361	4960	1,1225974588291294
4970	0,0048158995911174668	4970	1,1103849974187321
4980	-0,019673245024829384	4980	1,1061457412358411
4990	-0,0033856944489152412	4990	1,0971158130589038
5000	-0,015424771730491036	5000	1,1008439193818518
5010	-0,023267550735293244	5010	1,1160548257243494
5020	0,0057482810497036926	5020	1,1078978706376403
5030	-0,027100805763129454	5030	1,0961810046479752
5040	-0,011779397537529815	5040	1,1142546816946635
5050	-0,00954789325888202	5050	1,1164887805606174
5060	-0,013305872703896977	5060	1,1169137646941212
5070	-0,014531510059092459	5070	1,1062309752880442
5080	-0,0072101538254354322	5080	1,1154199649422525
5090	-0,008118652054813616	5090	1,1141216856768705
5100	-0,014010577270545579	5100	1,1044012885868411
5110	-0,010503405460354448	5110	1,1099161656146048
5120	-0,011962504700102015	5120	1,1044437620157284
5130	-0,028307019219327184	5130	1,1125894489579096
5140	-0,013256546410456092	5140	1,110231924032151
5150	-0,014105689014548768	5150	1,1211306284090614
5160	-0,02280971171918484	5160	1,1131658638130926
5170	-0,010116143657123058	5170	1,1197379892193333
5180	-0,022324999368123891	5180	1,112247603098695
5190	-0,0066476775609978812	5190	1,104484389456255
5200	-0,022685376039752108	5200	1,1164151511344362
5210	-0,013105739649693235	5210	1,1074893316461278
5220	-0,0013273251330403536	5220	1,1065689031965524
5230	-0,0096387098911533357	5230	1,0961163581810443
5240	-0,01815732574216284	5240	1,1161370252865397
5250	-0,012660290475948102	5250	1,1061098049664879
5260	-0,013097360064296309	5260	1,1128570858790714
5270	-0,0051391058561023606	5270	1,1061060654530412
5280	-0,019837506816371479	5280	1,1113550373353773
5290	-0,0090939156340930829	5290	1,1143018496341341
5300	-0,010242883357001487	5300	1,1175209808260809
5310	-0,018539217366111572	5310	1,1053678002045457
5320	-0,0086736078161557522	5320	1,099510471003152
5330	-0,0081443561777582319	5330	1,0980425172932637
5340	-0,0027768555216314016	5340	1,1141801784276
5350	-0,010854510917339638	5350	1,1039569869697319
5360	-0,01975623190592973	5360	1,1046647700655687
5370	0,0093822311612498412	5370	1,1035754466595382
5380	-0,02188665129911959	5380	1,1147350768885296
5390	-0,0084785467694307257	5390	1,1184059952272445
