Name	actposB	Name	actposX	Name	actveloX	Name	setposX	Name	setposB	Name	setveloX
SymbolComment	B coordinate.	SymbolComment	X coordinate.	SymbolComment	X coordinate.	SymbolComment	X coordinate.	SymbolComment	B coordinate.	SymbolComment	X coordinate.
Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462	IndexGroup	61462
IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0	IndexOffset	0
SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.ACT.ActVelo.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.x	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetPos.b	SymbolName	MAIN.Xpmover[0].MCTOPLC.SET.SetVelo.x
NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1	NetID	169.254.116.218.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

8670	-0,078508266949798136	8670	119,69632689373643	8670	-0,25375650966595731	8670	119,69536100009627	8670	-0,07578962320555177	8670	0
8680	-0,070187663665533459	8680	119,69698270520065	8680	0,25247973847575772	8680	119,69536100009627	8680	-0,07578962320555177	8680	0
8690	-0,0752963652257185	8690	119,69288478389325	8690	-1,3477958010704292	8690	119,69536100009627	8690	-0,07578962320555177	8690	0
8700	-0,08572600131015698	8700	119,69379393327671	8700	-0,52420298785748654	8700	119,69536100009627	8700	-0,07578962320555177	8700	0
8710	-0,076814676352234865	8710	119,69359240628283	8710	-0,13326830383335303	8710	119,69536100009627	8710	-0,07578962320555177	8710	0
8720	-0,075854024826089148	8720	119,69707419160233	8720	0,34366071648551233	8720	119,69536100009627	8720	-0,07578962320555177	8720	0
8730	-0,078599350946326682	8730	119,69644706718157	8730	-0,5741637127805348	8730	119,69536100009627	8730	-0,07578962320555177	8730	0
8740	-0,076305412833477484	8740	119,69482826951111	8740	0,21309001166755009	8740	119,69536100009627	8740	-0,07578962320555177	8740	0
8750	-0,080336682367894485	8750	119,69420517016833	8750	-0,58036604522111634	8750	119,69536100009627	8750	-0,07578962320555177	8750	0
8760	-0,082702206189667463	8760	119,69585934670077	8760	0,66506272240257469	8760	119,69536100009627	8760	-0,07578962320555177	8760	0
8770	-0,07653041073472433	8770	119,69353791214485	8770	-0,17493878714795066	8770	119,69536100009627	8770	-0,07578962320555177	8770	0
8780	-0,080081506255961388	8780	119,69565735511337	8780	0,363322731505369	8780	119,69536100009627	8780	-0,07578962320555177	8780	0
8790	-0,079341014636554713	8790	119,69459905964081	8790	-1,2907681475265305	8790	119,69536100009627	8790	-0,07578962320555177	8790	0
8800	-0,073040743796807792	8800	119,69655626468732	8800	0,050988695636613457	8800	119,69536100009627	8800	-0,07578962320555177	8800	0
8810	-0,075506345983155754	8810	119,69446446921147	8810	-0,091775703293188363	8810	119,69536100009627	8810	-0,07578962320555177	8810	0
8820	-0,073022429894487539	8820	119,69614106726414	8820	0,32272144072941	8820	119,69536100009627	8820	-0,07578962320555177	8820	0
8830	-0,083883585970357527	8830	119,69192954758584	8830	-1,2470502395230607	8830	119,69536100009627	8830	-0,07578962320555177	8830	0
8840	-0,071961643670107447	8840	119,69603511472401	8840	-0,092706166067621179	8840	119,69536100009627	8840	-0,07578962320555177	8840	0
8850	-0,083029006814156536	8850	119,69417812168072	8850	-0,09473718815037771	8850	119,69536100009627	8850	-0,07578962320555177	8850	0
8860	-0,072942192016144283	8860	119,69511061879909	8860	-0,16769176667502864	8860	119,69536100009627	8860	-0,07578962320555177	8860	0
8870	-0,08100944690334029	8870	119,69663088234131	8870	-0,27886331168277589	8870	119,69536100009627	8870	-0,07578962320555177	8870	0
8880	-0,072499821217696631	8880	119,69506935355669	8880	-0,84232882424543465	8880	119,69536100009627	8880	-0,07578962320555177	8880	0
8890	-0,076491693216482345	8890	119,69562982014335	8890	0,041147186210594891	8890	119,69536100009627	8890	-0,07578962320555177	8890	0
8900	-0,08237601224319871	8900	119,69582069739403	8900	0,34749256985399635	8900	119,69536100009627	8900	-0,07578962320555177	8900	0
8910	-0,059613091412446022	8910	119,69662444238617	8910	1,0549401395824607	8910	119,69536100009627	8910	-0,07578962320555177	8910	0
8920	-0,083167586742249139	8920	119,69395979530529	8920	-0,91874037241456463	8920	119,69536100009627	8920	-0,07578962320555177	8920	0
8930	-0,085150885255718511	8930	119,69409407003283	8930	0,40239203208035762	8930	119,69536100009627	8930	-0,07578962320555177	8930	0
8940	-0,075152637965658159	8940	119,69494879674015	8940	0,68178912598895	8940	119,69536100009627	8940	-0,07578962320555177	8940	0
8950	-0,07975305386848372	8950	119,69583517510944	8950	-0,13635273066878179	8950	119,69536100009627	8950	-0,07578962320555177	8950	0
8960	-0,073897780503370522	8960	119,695164611559	8960	-0,68817936647778233	8960	119,69536100009627	8960	-0,07578962320555177	8960	0
8970	-0,074115583742196414	8970	119,69741720329638	8970	1,8776651825049981	8970	119,69536100009627	8970	-0,07578962320555177	8970	0
8980	-0,074220781568978517	8980	119,69597484530978	8980	0,33201766333567312	8980	119,69536100009627	8980	-0,07578962320555177	8980	0
8990	-0,081792979161810928	8990	119,69370177586941	8990	-0,15645305680330038	8990	119,69536100009627	8990	-0,07578962320555177	8990	0
9000	-0,0796637510323372	9000	119,69659943219118	9000	-0,58862411719259122	9000	119,69536100009627	9000	-0,07578962320555177	9000	0
9010	-0,071658695212484885	9010	119,69571937658324	9010	0,47421300223034968	9010	119,69536100009627	9010	-0,07578962320555177	9010	0
9020	-0,08428399330259044	9020	119,69241701023957	9020	-0,77726666231670372	9020	119,69536100009627	9020	-0,07578962320555177	9020	0
9030	-0,067743216579449178	9030	119,69561982446029	9030	0,5857501263071887	9030	119,69536100009627	9030	-0,07578962320555177	9030	0
9040	-0,0720600729956169	9040	119,69602754190487	9040	0,30903778187869663	9040	119,69536100009627	9040	-0,07578962320555177	9040	0
9050	-0,072763597898653609	9050	119,69654588539392	9050	0,73318909978442981	9050	119,69536100009627	9050	-0,07578962320555177	9050	0
9060	-0,0700159200042272	9060	119,69625558872238	9060	0,59714605735463389	9060	119,69536100009627	9060	-0,07578962320555177	9060	0
9070	-0,071118706312319424	9070	119,69559449485952	9070	0,098112296828706785	9070	119,69536100009627	9070	-0,07578962320555177	9070	0
9080	-0,074912131160620718	9080	119,69544562450801	9080	0,42198889983810428	9080	119,69536100009627	9080	-0,07578962320555177	9080	0
9090	-0,065911670085557247	9090	119,69782260589925	9090	0,53511347213185489	9090	119,69536100009627	9090	-0,07578962320555177	9090	0
9100	-0,08419274722329595	9100	119,69272976525727	9100	0,135764437865187	9100	119,69536100009627	9100	-0,07578962320555177	9100	0
9110	-0,078181484681253854	9110	119,69400309083969	9110	-0,55285753200185939	9110	119,69536100009627	9110	-0,07578962320555177	9110	0
9120	-0,084646548566971055	9120	119,69349196856223	9120	-0,51891541159561649	9120	119,69536100009627	9120	-0,07578962320555177	9120	0
9130	-0,075797634970516142	9130	119,69668534699464	9130	0,14706826725742947	9130	119,69536100009627	9130	-0,07578962320555177	9130	0
9140	-0,074004246929540787	9140	119,6947931577589	9140	-0,41763547932416195	9140	119,69536100009627	9140	-0,07578962320555177	9140	0
9150	-0,065197979546302742	9150	119,70164738600496	9150	0,97388529933562884	9150	119,69536100009627	9150	-0,07578962320555177	9150	0
9160	-0,077847366380023916	9160	119,69491801965853	9160	-0,033517019490781896	9160	119,69536100009627	9160	-0,07578962320555177	9160	0
9170	-0,074568983472896186	9170	119,69426211866845	9170	-0,24509419510180719	9170	119,69536100009627	9170	-0,07578962320555177	9170	0
9180	-0,0783250150322271	9180	119,69505489878621	9180	-0,25435385285254453	9180	119,69536100009627	9180	-0,07578962320555177	9180	0
9190	-0,079676730168301083	9190	119,69268807041252	9190	-0,356282337322838	9190	119,69536100009627	9190	-0,07578962320555177	9190	0
9200	-0,080182304839389568	9200	119,6942767474186	9200	-1,5789730731406175	9200	119,69536100009627	9200	-0,07578962320555177	9200	0
9210	-0,0697999684194678	9210	119,69598312219247	9210	0,3622056775871334	9210	119,69536100009627	9210	-0,07578962320555177	9210	0
9220	-0,084944940806420663	9220	119,69300562310042	9220	0,37425795563368386	9220	119,69536100009627	9220	-0,07578962320555177	9220	0
9230	-0,080707908885821633	9230	119,69548053634202	9230	0,91476702137304633	9230	119,69536100009627	9230	-0,07578962320555177	9230	0
9240	-0,085569218821105825	9240	119,69098614441744	9240	-0,539889822475779	9240	119,69536100009627	9240	-0,07578962320555177	9240	0
9250	-0,076231764917486081	9250	119,69589240930704	9250	-0,79274771672772493	9250	119,69536100009627	9250	-0,07578962320555177	9250	0
9260	-0,074722140783917881	9260	119,69410740799762	9260	-0,18958027599346911	9260	119,69536100009627	9260	-0,07578962320555177	9260	0
9270	-0,066124744584928175	9270	119,69793740045596	9270	0,72223421172362867	9270	119,69536100009627	9270	-0,07578962320555177	9270	0
9280	-0,0666404446701596	9280	119,7011858089825	9280	-0,16807262175407203	9280	119,69536100009627	9280	-0,07578962320555177	9280	0
9290	-0,077021208010899567	9290	119,692578487096	9290	-0,80996798592654928	9290	119,69536100009627	9290	-0,07578962320555177	9290	0
9300	-0,075338302249918748	9300	119,69445034346126	9300	-0,77099590693661724	9300	119,69536100009627	9300	-0,07578962320555177	9300	0
9310	-0,0723619441058927	9310	119,69477023851528	9310	0,095034960492861448	9310	119,69536100009627	9310	-0,07578962320555177	9310	0
9320	-0,07691991211799204	9320	119,69361485716695	9320	-0,26627513178444079	9320	119,69536100009627	9320	-0,07578962320555177	9320	0
9330	-0,066178593177879691	9330	119,69668293810177	9330	1,2829857173167212	9330	119,69536100009627	9330	-0,07578962320555177	9330	0
9340	-0,07223127570794	9340	119,69824916566215	9340	0,78303272906337451	9340	119,69536100009627	9340	-0,07578962320555177	9340	0
9350	-0,0682159418474018	9350	119,69707938269092	9350	0,32632428277888603	9350	119,69536100009627	9350	-0,07578962320555177	9350	0
9360	-0,076958870779166411	9360	119,69660355515119	9360	0,88781419436942266	9360	119,69536100009627	9360	-0,07578962320555177	9360	0
9370	-0,08268266603541953	9370	119,69334308376655	9370	-0,93331570249750018	9370	119,69536100009627	9370	-0,07578962320555177	9370	0
9380	-0,079967416336259367	9380	119,69610888047886	9380	0,5771618171088384	9380	119,69536100009627	9380	-0,07578962320555177	9380	0
9390	-0,0765476334244902	9390	119,69579346420667	9390	-1,8956605086184117	9390	119,69536100009627	9390	-0,07578962320555177	9390	0
9400	-0,06711488464644641	9400	119,6974630331421	9400	0,23392293106036044	9400	119,69536100009627	9400	-0,07578962320555177	9400	0
9410	-0,063472304186956888	9410	119,69774224349739	9410	1,0106174846701304	9410	119,69536100009627	9410	-0,07578962320555177	9410	0
9420	-0,081167423391015125	9420	119,69089529567542	9420	-1,1605030971978552	9420	119,69536100009627	9420	-0,07578962320555177	9420	0
9430	-0,086562482502610616	9430	119,69392419168784	9430	0,42943738336071013	9430	119,69536100009627	9430	-0,07578962320555177	9430	0
9440	-0,0628888213610728	9440	119,69741068549556	9440	0,53345065341351028	9440	119,69536100009627	9440	-0,07578962320555177	9440	0
9450	-0,082436875550785188	9450	119,6971151533954	9450	0,27251155673348382	9450	119,69536100009627	9450	-0,07578962320555177	9450	0
9460	-0,081917094598008319	9460	119,6933359814835	9460	-0,5367971974718776	9460	119,69536100009627	9460	-0,07578962320555177	9460	0
9470	-0,064416930249226845	9470	119,69723472432439	9470	0,66513753262472408	9470	119,69536100009627	9470	-0,07578962320555177	9470	0
9480	-0,075999243878173611	9480	119,69467999815686	9480	-0,038215822815797107	9480	119,69536100009627	9480	-0,07578962320555177	9480	0
9490	-0,0848322636175078	9490	119,6923878371955	9490	-1,2849031723339759	9490	119,69536100009627	9490	-0,07578962320555177	9490	0
9500	-0,0683965301787423	9500	119,69737166252367	9500	1,3347904521955014	9500	119,69536100009627	9500	-0,07578962320555177	9500	0
9510	-0,0737465931047575	9510	119,69449169750175	9510	0,1670070233418956	9510	119,69536100009627	9510	-0,07578962320555177	9510	0
9520	-0,083692845830373758	9520	119,69349278116516	9520	-0,137213700004284	9520	119,69536100009627	9520	-0,07578962320555177	9520	0
9530	-0,071222919542115112	9530	119,69792117085842	9530	1,3948765731323625	9530	119,69536100009627	9530	-0,07578962320555177	9530	0
9540	-0,0729030092800873	9540	119,69604486306197	9540	0,365543652103835	9540	119,69536100009627	9540	-0,07578962320555177	9540	0
9550	-0,07536750942058533	9550	119,69775823448144	9550	0,49883670909090255	9550	119,69536100009627	9550	-0,07578962320555177	9550	0
9560	-0,071047706474816522	9560	119,69626602545927	9560	-0,44072007239841765	9560	119,69536100009627	9560	-0,075622956538885108	9560	0
9570	-0,081313115923391591	9570	119,69420385439184	9570	-0,48316373159496673	9570	119,69536100009627	9570	-0,074456289872218431	9570	0
9580	-0,073103835838985484	9580	119,69667898428115	9580	-0,17027060401050875	9580	119,69536100009627	9580	-0,071289623205551766	9580	0
9590	-0,062519046689993918	9590	119,69467641614185	9590	-0,3261079989299478	9590	119,69536100009627	9590	-0,065210801362096824	9590	0
9600	-0,06501985313477969	9600	119,69287172299659	9600	-1,0910281553533381	9600	119,69536100009627	9600	-0,056429644729465482	9600	0
9610	-0,042112973693436376	9610	119,69661927032706	9610	0,69662332722389864	9610	119,69536100009627	9610	-0,045930747241367913	9610	0
9620	-0,043150181817859165	9620	119,69507093296484	9620	-0,062953680788690264	9620	119,69536100009627	9620	-0,0347141088978041	9620	0
9630	-0,034956286610091293	9630	119,69324580771071	9630	-0,027275237204636552	9630	119,69536100009627	9630	-0,023779729698774062	9630	0
9640	-0,016089385344161704	9640	119,69510407606457	9640	0,63511959888460556	9640	119,69536100009627	9640	-0,014127609644277785	9640	0
9650	-0,013598979449264715	9650	119,69172560949431	9650	-0,418970193549698	9650	119,69536100009627	9650	-0,006757748734315258	9650	0
9660	-0,014288108099622787	9660	119,69109582130186	9660	0,38939016988379216	9660	119,69536100009627	9660	-0,0024077055146190045	9660	0
9670	0,00097419864193025766	9670	119,69524242562486	9670	-0,51571377807705865	9670	119,69536100009627	9670	-0,00049299412127534563	9670	0
9680	0,0020706340790039059	9680	119,69527864949043	9680	-0,040461031978621942	9680	119,69536100009627	9680	-1,3764438864107492E-05	9680	0
9690	0,0037923780789657423	9690	119,69497018984231	9690	-0,30942669047241161	9690	119,69536100009627	9690	0	9690	0
9700	0,0068389032200512475	9700	119,69996112152769	9700	0,41175434674319278	9700	119,69536100009627	9700	0	9700	0
9710	0,015425660624760269	9710	119,6977490774092	9710	0,36773675623945729	9710	119,69536100009627	9710	0	9710	0
9720	0,015255240582146921	9720	119,69825080356209	9720	0,24402327250730294	9720	119,69536100009627	9720	0	9720	0
9730	-0,017537882872503491	9730	119,68994907786914	9730	-1,0226346491482496	9730	119,69536100009627	9730	0	9730	0
9740	-0,010027230822365986	9740	119,69470876759132	9740	0,69102301390450993	9740	119,69536100009627	9740	0	9740	0
9750	-0,025627590278817575	9750	119,69009295791261	9750	-1,5483244813154549	9750	119,69536100009627	9750	0	9750	0
9760	0,0028027448841243686	9760	119,6966962786298	9760	0,79279123445643307	9760	119,69536100009627	9760	0	9760	0
9770	-0,0040008675105049759	9770	119,69504924526622	9770	0,99574200729739171	9770	119,69536100009627	9770	0	9770	0
9780	-0,004511039504709673	9780	119,69680531831551	9780	-0,0046166556038007012	9780	119,69536100009627	9780	0	9780	0
9790	0,00022711696474440375	9790	119,69363369611861	9790	-0,47434203404470965	9790	119,69536100009627	9790	0	9790	0
9800	-0,003202927741422233	9800	119,69689711097183	9800	0,42627981844278179	9800	119,69536100009627	9800	0	9800	0
9810	0,00133953804556474	9810	119,69364032160023	9810	-0,18848696040769847	9810	119,69536100009627	9810	0	9810	0
9820	0,004241462864226689	9820	119,69686506641151	9820	-0,17918770107314172	9820	119,69536100009627	9820	0	9820	0
9830	-0,003646047224780203	9830	119,69703795617915	9830	-0,94807186058474135	9830	119,69536100009627	9830	0	9830	0
9840	0,014040960588375333	9840	119,69706100788491	9840	0,84066746885594579	9840	119,69536100009627	9840	0	9840	0
9850	0,0020799622323577288	9850	119,6978487584817	9850	0,18575743513077564	9850	119,69536100009627	9850	0	9850	0
9860	-0,0046357721044998305	9860	119,69538494561786	9860	-0,54960124099309771	9860	119,69536100009627	9860	0	9860	0
9870	-0,0073819255309442253	9870	119,69254952004989	9870	-1,3793066722108724	9870	119,69536100009627	9870	0	9870	0
9880	0,012140665513204941	9880	119,69901020441215	9880	1,2078418502316795	9880	119,69536100009627	9880	0	9880	0
9890	-0,0086359165099907532	9890	119,69120922402342	9890	-0,016808214721134418	9890	119,69536100009627	9890	0	9890	0
9900	0,00068525202940781008	9900	119,69656964838424	9900	0,24659866717270051	9900	119,69536100009627	9900	0	9900	0
9910	0,0077961475861721479	9910	119,695159003011	9910	0,90321359968917425	9910	119,69536100009627	9910	0	9910	0
9920	-0,0016034398053646267	9920	119,69442923597687	9920	-0,69955015750529659	9920	119,69536100009627	9920	0	9920	0
9930	-0,0042377626939135715	9930	119,69682743740816	9930	0,81452660631610341	9930	119,69536100009627	9930	0	9930	0
9940	-0,0054004028496097076	9940	119,69369698076646	9940	0,1293267031639837	9940	119,69536100009627	9940	0	9940	0
9950	-0,0071105430481455912	9950	119,69698689245936	9950	0,15694059756457002	9950	119,69536100009627	9950	0	9950	0
9960	0,00538394211839617	9960	119,69576597476571	9960	-0,50705044153231749	9960	119,69536100009627	9960	0	9960	0
9970	0,011422558300503287	9970	119,69957805432338	9970	0,66126551382481047	9970	119,69536100009627	9970	0	9970	0
9980	0,0047937517051406505	9980	119,69688236801171	9980	0,17488727205831131	9980	119,69536100009627	9980	0	9980	0
9990	0,0035242939050832037	9990	119,69750459892707	9990	-0,51205515741607588	9990	119,69536100009627	9990	0	9990	0
10000	0,00509688774755532	10000	119,69602405257832	10000	-0,17405084367350432	10000	119,69536100009627	10000	0	10000	0
10010	0,0016662359464572536	10010	119,6947298717086	10010	0,89175987388820643	10010	119,69536100009627	10010	0	10010	0
10020	-0,0048512758286682021	10020	119,69108587507597	10020	0,25307014410066642	10020	119,69536100009627	10020	0	10020	0
10030	-0,0030963137422659465	10030	119,69328761708566	10030	0,538110186866113	10030	119,69536100009627	10030	0	10030	0
10040	-0,011213427662250702	10040	119,693130260474	10040	-0,68691046780904275	10040	119,69536100009627	10040	0	10040	0
10050	0,0048661001818877123	10050	119,69830502415623	10050	0,57937754483442971	10050	119,69536100009627	10050	0	10050	0
10060	0,00659059980081922	10060	119,69399759843658	10060	-0,11284756237768551	10060	119,69536100009627	10060	0	10060	0
10070	-0,0066119813052536369	10070	119,69559591001178	10070	-0,46110900435690128	10070	119,69536100009627	10070	0	10070	0
10080	-0,0099714307367320034	10080	119,69660040036305	10080	-0,68971951917037866	10080	119,69536100009627	10080	0	10080	0
10090	0,0046684701194367462	10090	119,6963678768803	10090	0,2195471674493385	10090	119,69536100009627	10090	0	10090	0
10100	0,0039529135715161232	10100	119,69704305736636	10100	0,89648051251422567	10100	119,69536100009627	10100	0	10100	0
10110	0,017905087076895546	10110	119,69754181283872	10110	1,0651094502624363	10110	119,69536100009627	10110	0	10110	0
10120	0,0031216160314707889	10120	119,69401108638644	10120	-0,48830884959457349	10120	119,69536100009627	10120	0	10120	0
10130	-0,0099723548186028861	10130	119,69268986530381	10130	-0,39789626933752342	10130	119,69536100009627	10130	0	10130	0
10140	0,0087964646551411067	10140	119,69636089848039	10140	0,050723696361623272	10140	119,69536100009627	10140	0	10140	0
10150	-0,0082824333973971678	10150	119,69466282221093	10150	-1,1763497630798441	10150	119,69536100009627	10150	0	10150	0
10160	-0,00097460830421438748	10160	119,69324172497852	10160	0,25375591173539325	10160	119,69536100009627	10160	0	10160	0
10170	-0,010987563810513209	10170	119,69220426229009	10170	-0,70698938845668791	10170	119,69536100009627	10170	0	10170	0
10180	-0,0060181224068997976	10180	119,69522174941555	10180	-0,703349172917435	10180	119,69536100009627	10180	0	10180	0
10190	0,0059239582987589577	10190	119,69478221897143	10190	-0,35542341458707738	10190	119,69536100009627	10190	0	10190	0
10200	-0,0016715361596148341	10200	119,69733359623464	10200	-0,32529284772779388	10200	119,69536100009627	10200	0	10200	0
10210	-0,0089214971068067549	10210	119,69275159278593	10210	-0,62372866847816522	10210	119,69536100009627	10210	0	10210	0
10220	-0,00072610188057337923	10220	119,69422908075755	10220	-1,0242871721050575	10220	119,69536100009627	10220	0	10220	0
10230	0,0037106622362335709	10230	119,69589417666695	10230	-0,10570015642657035	10230	119,69536100009627	10230	0	10230	0
10240	0,011463832952687781	10240	119,69747347614353	10240	0,70366016370626228	10240	119,69536100009627	10240	0	10240	0
10250	0,011438154091667718	10250	119,69764362478003	10250	0,3210982704895996	10250	119,69536100009627	10250	0	10250	0
10260	-0,0020695844328146554	10260	119,69452253396247	10260	-0,83519169558170736	10260	119,69536100009627	10260	0	10260	0
10270	-0,0093812890914413451	10270	119,69474862082666	10270	-0,36090918685378659	10270	119,69536100009627	10270	0	10270	0
10280	0,00481327988152908	10280	119,69674658529431	10280	-0,068841654375630668	10280	119,69536100009627	10280	0	10280	0
10290	0,0084879365848451564	10290	119,69518763224755	10290	-0,46095741192728523	10290	119,69536100009627	10290	0	10290	0
10300	-0,0031081972484229103	10300	119,69214544921054	10300	-0,55029048087991628	10300	119,69536100009627	10300	0	10300	0
10310	-0,0066488154176501191	10310	119,69382123795158	10310	0,16011568188572195	10310	119,69536100009627	10310	0	10310	0
10320	-0,0027261803362912222	10320	119,69570605691305	10320	-0,013712891841657512	10320	119,69536100009627	10320	0	10320	0
10330	-0,0023912446273542526	10330	119,69502999217859	10330	-0,1350475642953804	10330	119,69536100009627	10330	0	10330	0
10340	-0,0069232945946193216	10340	119,692064816137	10340	-0,49060955071828105	10340	119,69536100009627	10340	0	10340	0
10350	-0,0090240192921083109	10350	119,69529823980886	10350	-0,54011463955986883	10350	119,69536100009627	10350	0	10350	0
10360	-0,00086181047694586189	10360	119,69531733718293	10360	0,18371568631937718	10360	119,69536100009627	10360	0	10360	0
10370	0,010207941776181829	10370	119,69757738299882	10370	0,52883999899856482	10370	119,69536100009627	10370	0	10370	0
10380	-0,0038071644661716274	10380	119,69561972018282	10380	-0,35643739904673166	10380	119,69536100009627	10380	0	10380	0
10390	0,0067613008058419466	10390	119,69800702409094	10390	0,56098368672064924	10390	119,69536100009627	10390	0	10390	0
10400	0,010072332442911216	10400	119,69648705454297	10400	0,14577350328833133	10400	119,69536100009627	10400	0	10400	0
10410	-0,0017328335004675758	10410	119,69475676110559	10410	0,30426294779015406	10410	119,69536100009627	10410	0	10410	0
10420	-0,010299239386753119	10420	119,69173459671617	10420	-1,2151515379805964	10420	119,69536100009627	10420	0	10420	0
10430	-0,00084431788849353442	10430	119,69641922354028	10430	0,74102498636183034	10430	119,69536100009627	10430	0	10430	0
10440	-0,016372065720885072	10440	119,69058072184019	10440	-1,8646307246425082	10440	119,69536100009627	10440	0	10440	0
10450	0,0024493817658976218	10450	119,69569466592689	10450	-0,62623176955934123	10450	119,69536100009627	10450	0	10450	0
10460	0,010716519089113311	10460	119,69561099688319	10460	0,91243323446120361	10460	119,69536100009627	10460	0	10460	0
10470	0,00311233797695048	10470	119,69407059904285	10470	-0,30370773275757756	10470	119,69536100009627	10470	0	10470	0
10480	-0,012011983516041451	10480	119,69444423180616	10480	-0,912890422877243	10480	119,69536100009627	10480	0	10480	0
10490	0,013282156365203241	10490	119,69941321228154	10490	0,85483577936068555	10490	119,69536100009627	10490	0	10490	0
10500	-0,00892948864418509	10500	119,69487875239494	10500	-0,37145796730907765	10500	119,69536100009627	10500	0	10500	0
10510	-0,0094776025575787539	10510	119,69299543198054	10510	-1,1381480258785244	10510	119,69536100009627	10510	0	10510	0
10520	0,0159340894215575	10520	119,69630184940112	10520	1,3847560134416783	10520	119,69536100009627	10520	0	10520	0
10530	-0,0011440011503868947	10530	119,6955117261856	10530	0,62728533429205946	10530	119,69536100009627	10530	0	10530	0
10540	0,0089761381245828178	10540	119,69571132454166	10540	0,24979937111309275	10540	119,69536100009627	10540	0	10540	0
10550	-0,003743964837898601	10550	119,69583048585662	10550	0,44154388771433728	10550	119,69536100009627	10550	0	10550	0
10560	0,0006424597876191348	10560	119,69628074792517	10560	0,77889081549541972	10560	119,69536100009627	10560	0	10560	0
10570	0,012863689679249868	10570	119,69962145262106	10570	0,79680133368391537	10570	119,69536100009627	10570	0	10570	0
10580	0,01240196766109769	10580	119,69867393890652	10580	0,91954645853426853	10580	119,69536100009627	10580	0	10580	0
10590	0,000506668725028735	10590	119,6949893922677	10590	-1,0571648952844697	10590	119,69536100009627	10590	0	10590	0
10600	-0,0025828085461547809	10600	119,69427144982788	10600	-0,29421501823215546	10600	119,69536100009627	10600	0	10600	0
10610	-0,0066167187150388534	10610	119,69484745045041	10610	-0,11149560322984697	10610	119,69536100009627	10610	0	10610	0
10620	0,0062921892394055684	10620	119,69603561705051	10620	-0,29925595361680374	10620	119,69536100009627	10620	0	10620	0
10630	-0,0016178041390290923	10630	119,69582159155026	10630	-0,0029594358965189457	10630	119,69536100009627	10630	0	10630	0
10640	-0,00026615365598749066	10640	119,69135326311725	10640	-0,27765436643842	10640	119,69536100009627	10640	0	10640	0
10650	-0,0018604150038609639	10650	119,69590350694257	10650	0,18584855837670955	10650	119,69536100009627	10650	0	10650	0
10660	-0,0081797000324024122	10660	119,69266550948126	10660	-0,20974440707730635	10660	119,69536100009627	10660	0	10660	0
10670	-0,0020734601631274023	10670	119,69342251113493	10670	-0,67282879402979556	10670	119,69536100009627	10670	0	10670	0
10680	-0,00010041049876337244	10680	119,69671048518114	10680	-0,14430497616329818	10680	119,69536100009627	10680	0	10680	0
10690	-0,0016264574385902765	10690	119,69295603732221	10690	-0,47969670254299374	10690	119,69536100009627	10690	0	10690	0
10700	-0,0026624722525743247	10700	119,69668216075147	10700	0,30247593590517308	10700	119,69536100009627	10700	0	10700	0
10710	0,010083431769475477	10710	119,69669968917702	10710	0,708958872509281	10710	119,69536100009627	10710	0	10710	0
10720	-0,012205721392338078	10720	119,69439228194256	10720	0,17897100661978202	10720	119,69536100009627	10720	0	10720	0
10730	0,0075417214283731646	10730	119,69857442518831	10730	0,92381941903606868	10730	119,69536100009627	10730	0	10730	0
10740	-0,0044573020494790326	10740	119,6937559953488	10740	-1,2694151959294033	10740	119,69536100009627	10740	0	10740	0
